date,Openings,Hires,Quits,Separations,Layoffs,Other_Sep,Unemp,JTS000000000000000QUR,JTS110099000000000QUR,JTS230000000000000QUR,JTS320000000000000QUR,JTS340000000000000QUR,JTS510000000000000QUR,JTS510099000000000QUR,JTS540099000000000QUR,JTS440000000000000QUR,JTS480099000000000QUR,JTS610000000000000QUR,JTS620000000000000QUR,JTS720000000000000QUR,JTS910000000000000QUR,JTS920000000000000QUR
2023-02-01,9857.0,5989.0,3917.0,5767.0,1535.0,314.0,5987.0,2.5,2.8,1.9,2.1,3.0,1.6,1.3,2.8,3.3,3.0,1.5,2.6,5.6,0.7,0.9
2023-03-01,9655.0,5925.0,3800.0,5984.0,1903.0,281.0,5859.0,2.4,2.5,1.8,1.8,2.6,1.4,1.2,2.7,3.5,3.1,1.5,2.5,5.0,0.6,1.0
2023-04-01,9966.0,5876.0,3617.0,5570.0,1654.0,299.0,5747.0,2.3,1.7,1.9,1.5,2.5,1.3,1.6,2.6,3.2,2.8,1.4,2.2,5.1,0.6,0.9
2023-05-01,9368.0,6119.0,3999.0,5840.0,1540.0,301.0,6084.0,2.6,2.3,2.5,1.7,3.1,1.0,1.5,2.8,3.7,2.7,1.3,2.8,5.1,0.6,0.9
2023-06-01,9180.0,5928.0,3693.0,5680.0,1658.0,329.0,5985.0,2.4,2.6,2.2,1.5,2.8,1.4,1.3,2.6,3.1,2.4,1.4,2.5,5.1,0.6,0.9
2023-07-01,8657.0,5672.0,3552.0,5564.0,1677.0,336.0,5923.0,2.3,2.3,2.1,1.5,2.6,1.9,1.2,2.6,3.4,2.5,1.4,2.1,4.6,0.7,0.9
2023-08-01,9254.0,5846.0,3621.0,5651.0,1675.0,356.0,6275.0,2.3,2.6,2.1,1.3,2.6,0.8,1.5,2.6,3.1,2.7,1.3,2.3,5.0,0.5,0.9
2023-09-01,9259.0,5773.0,3644.0,5507.0,1531.0,333.0,6274.0,2.3,2.2,1.8,1.6,2.0,1.5,1.3,2.6,3.4,2.4,1.6,2.2,5.5,0.6,0.9
2023-10-01,8580.0,5765.0,3574.0,5530.0,1623.0,333.0,6463.0,2.3,2.3,2.2,1.6,1.8,1.4,1.4,2.8,3.2,2.4,1.7,2.3,4.8,0.5,0.9
2023-11-01,8602.0,5535.0,3576.0,5494.0,1554.0,364.0,6226.0,2.3,2.2,2.1,1.6,2.0,1.5,1.4,2.7,3.1,2.3,1.4,2.5,4.7,0.6,0.9
2023-12-01,8520.0,5583.0,3412.0,5430.0,1685.0,333.0,6329.0,2.2,1.7,1.9,1.5,2.2,1.1,1.4,2.4,2.8,2.3,1.5,2.1,4.6,0.6,0.9
2024-01-01,8378.0,5591.0,3347.0,5367.0,1641.0,380.0,6175.0,2.1,2.4,1.7,1.6,1.9,1.8,1.2,2.2,2.5,2.4,1.3,2.2,5.0,0.6,0.9
2024-02-01,8440.0,5618.0,3482.0,5513.0,1692.0,340.0,6486.0,2.2,2.1,1.7,1.5,1.9,1.6,1.4,2.7,3.0,2.1,1.5,2.3,4.5,0.5,0.9
2024-03-01,8206.0,5452.0,3289.0,5265.0,1647.0,329.0,6521.0,2.1,1.7,1.8,1.2,1.8,1.4,1.2,3.0,2.9,2.0,1.3,2.2,4.2,0.5,0.8
2024-04-01,7529.0,5469.0,3438.0,5370.0,1548.0,384.0,6486.0,2.2,2.1,2.3,1.6,1.8,1.5,1.2,2.3,3.0,2.1,1.3,2.4,4.3,0.6,1.0
2024-05-01,7782.0,5492.0,3386.0,5424.0,1747.0,291.0,6627.0,2.1,2.2,2.3,1.6,1.9,1.7,1.3,2.2,3.0,2.1,1.5,2.4,4.0,0.5,1.0
2024-06-01,7416.0,5137.0,3280.0,5082.0,1497.0,305.0,6881.0,2.1,1.8,1.6,1.5,1.7,1.1,1.6,2.6,3.0,2.2,1.3,2.1,3.8,0.5,0.8
2024-07-01,7426.0,5430.0,3359.0,5390.0,1711.0,321.0,7098.0,2.1,1.6,1.7,1.6,1.9,1.8,1.2,2.2,2.8,2.7,1.2,2.5,4.2,0.5,0.8
2024-08-01,7520.0,5204.0,3240.0,5226.0,1683.0,303.0,7063.0,2.1,1.4,1.5,1.7,1.8,1.5,1.0,2.4,2.5,2.0,1.2,2.1,4.5,0.5,0.8
2024-09-01,6943.0,5427.0,3123.0,5160.0,1780.0,258.0,6849.0,2.0,1.8,1.7,1.4,1.8,1.3,1.4,2.3,2.7,2.0,1.0,2.0,3.8,0.5,0.8
2024-10-01,7379.0,5228.0,3215.0,5137.0,1650.0,271.0,6951.0,2.0,1.8,1.7,1.4,1.9,1.4,1.2,2.4,2.5,2.2,1.1,2.1,4.2,0.5,0.8
2024-11-01,7566.0,5155.0,3050.0,5156.0,1831.0,275.0,7089.0,1.9,1.7,1.8,1.3,1.7,1.2,1.2,2.2,2.6,2.3,1.3,2.0,3.7,0.5,0.8
2024-12-01,7295.0,5292.0,3085.0,5049.0,1689.0,275.0,6920.0,1.9,1.4,1.3,1.5,1.5,1.2,1.3,2.6,2.4,2.1,1.3,2.0,3.6,0.4,0.9
2025-01-01,7431.0,5238.0,3203.0,5241.0,1738.0,301.0,6865.0,2.0,1.8,2.0,1.4,1.6,1.4,1.4,2.4,2.4,2.2,1.3,2.1,3.7,0.5,0.8
2025-02-01,7242.0,5236.0,3153.0,5285.0,1867.0,265.0,7104.0,2.0,1.9,2.1,1.4,1.5,1.2,1.3,2.3,2.6,2.5,1.2,1.9,3.8,0.5,0.9
2025-03-01,6952.0,5333.0,3456.0,5288.0,1595.0,237.0,7132.0,2.2,2.5,2.0,1.4,1.6,1.4,1.5,2.9,3.0,2.1,1.4,2.1,4.2,0.5,0.9
2025-04-01,7098.0,5391.0,3144.0,5270.0,1818.0,307.0,7155.0,2.0,2.0,1.9,1.3,1.6,1.1,1.4,2.3,2.4,1.8,1.3,2.1,4.2,0.5,0.8
2025-05-01,7310.0,5328.0,3287.0,5288.0,1671.0,331.0,7248.0,2.1,2.1,1.9,1.0,1.4,1.3,1.5,2.4,2.6,2.2,1.4,2.0,4.8,0.6,0.8
2025-06-01,7204.0,5327.0,3254.0,5432.0,1843.0,335.0,7054.0,2.1,2.1,1.8,1.4,1.4,1.5,1.2,1.9,2.7,2.6,1.5,2.0,5.5,0.5,0.8
2025-07-01,7089.0,5225.0,3132.0,5170.0,1772.0,266.0,7272.0,2.0,2.3,1.2,1.3,1.5,1.3,1.4,2.6,2.3,2.0,1.5,1.8,4.7,0.5,0.8
2025-08-01,6919.0,5145.0,3095.0,5207.0,1832.0,280.0,7380.0,2.0,2.1,1.8,1.1,1.5,1.2,1.3,2.5,2.4,2.0,1.5,2.2,3.9,0.7,0.8
2025-09-01,7169.0,5244.0,2990.0,5161.0,1816.0,356.0,7605.0,1.9,1.9,1.5,1.3,1.6,0.8,1.4,2.4,2.0,2.3,1.3,2.2,3.4,2.8,0.8
2025-10-01,7170.0,5180.0,2980.0,5125.0,1891.0,255.0,7693.0,1.9,2.0,1.6,1.2,1.6,1.2,1.2,2.4,2.6,2.1,1.4,1.9,3.3,1.1,0.7
2025-11-01,6846.0,5019.0,3119.0,5035.0,1660.0,256.0,7781.0,2.0,2.3,1.6,1.3,1.7,1.5,1.1,2.1,2.7,2.1,1.4,1.9,4.7,0.8,0.7
2025-12-01,6550.0,5272.0,3225.0,5203.0,1666.0,312.0,7503.0,2.0,2.7,1.8,1.3,1.7,1.6,1.3,1.9,3.2,2.1,0.9,2.0,4.7,0.8,0.8
2026-01-01,7240.0,5347.0,3131.0,5144.0,1660.0,352.0,7368.0,2.0,2.1,1.6,1.2,1.3,1.4,1.1,2.2,2.8,1.9,1.2,1.8,4.7,0.7,0.8
2026-02-01,6922.0,4899.0,3046.0,5022.0,1714.0,263.0,7571.0,1.9,2.1,1.6,1.1,1.7,1.5,1.1,2.0,3.0,2.2,1.3,1.8,4.1,0.5,0.8
2026-03-01,6866.0,5554.0,3171.0,5378.0,1867.0,339.0,7239.0,2.0,2.1,1.7,1.0,1.9,1.1,1.4,2.0,3.1,2.3,1.3,1.9,4.3,0.6,0.8
