date,RXI$US_N.B.AL,RXI$US_N.B.EU,RXI$US_N.B.UK,RXI_N.B.CA,RXI_N.B.CH,RXI_N.B.JA,RXI_N.B.MX,JRXWTFB_N.B,JRXWTFN_N.B,JRXWTFO_N.B
2011-01-20,0.9868,1.3443,1.5875,1.0001,6.5852,83.02,12.0798,90.1316,87.3039,94.0817
2011-01-21,0.9892,1.3581,1.5997,0.9943,6.5831,82.63,12.057,89.7204,86.6586,93.9356
2011-01-24,1.0001,1.3653,1.5995,0.9933,6.5809,82.44,12.0422,89.5375,86.365,93.8787
2011-01-25,0.991,1.3644,1.5818,0.9984,6.5824,82.35,12.0855,89.7279,86.6153,94.0017
2011-01-26,0.9948,1.3688,1.5886,0.9954,6.5814,82.27,12.039,89.5091,86.3551,93.8287
2011-01-27,0.9907,1.3688,1.5905,0.994,6.5814,83.03,12.0415,89.5728,86.4368,93.8722
2011-01-28,0.9926,1.3607,1.5838,0.9989,6.5819,82.03,12.14,89.8189,86.6383,94.1716
2011-01-31,0.9976,1.3715,1.6042,1.002,6.6017,81.97,12.1541,89.694,86.3104,94.2802
2011-02-01,1.0122,1.3793,1.6124,0.9921,6.5937,81.48,12.0053,89.1436,85.7003,93.795
2011-02-02,1.0062,1.3779,1.6167,0.9883,6.556,81.82,12.028,89.0737,85.6897,93.6559
2011-02-03,1.0143,1.3654,1.6159,0.9901,6.556,81.48,12.04,89.2522,85.9669,93.7214
2011-02-04,1.0139,1.3584,1.6089,0.9899,6.556,81.99,11.9977,89.391,86.2862,93.653
2011-02-07,1.0139,1.3557,1.6111,0.9885,6.56,82.4,11.97,89.3556,86.3605,93.4913
2011-02-08,1.0176,1.3687,1.6091,0.9905,6.552,81.92,11.9816,89.1241,86.0372,93.3636
2011-02-09,1.0095,1.3688,1.6089,0.9946,6.5914,82.47,12.0568,89.4166,86.2708,93.7262
2011-02-10,1.0061,1.3637,1.6132,0.9955,6.5864,83.11,12.0757,89.6266,86.512,93.9017
2011-02-11,1.0001,1.352,1.5986,0.99,6.5917,83.52,12.0673,89.8784,86.833,94.0759
2011-02-14,1.0024,1.3474,1.6023,0.9883,6.5965,83.32,12.0446,89.8543,86.8205,94.0385
2011-02-15,0.9989,1.3494,1.6128,0.9885,6.5884,83.79,12.1299,89.8871,86.7839,94.1512
2011-02-16,0.9984,1.3547,1.6063,0.9853,6.5884,83.73,12.0875,89.7059,86.5702,94.0061
2011-02-17,1.0116,1.3612,1.6172,0.9839,6.585,83.25,12.0441,89.4102,86.1723,93.8259
2011-02-18,1.0144,1.3673,1.6245,0.9827,6.5731,83.22,12.0085,89.1974,85.9369,93.6376
2011-02-21,,,,,,,,,,
2011-02-22,0.9992,1.3661,1.6129,0.986,6.5795,82.94,12.0983,89.4617,86.0893,94.0333
2011-02-23,1.0001,1.3758,1.6221,0.9922,6.5741,82.39,12.1824,89.4186,85.8687,94.1959
2011-02-24,1.0088,1.3794,1.6106,0.9842,6.572,81.67,12.1762,89.2346,85.4802,94.249
2011-02-25,1.0155,1.3757,1.6078,0.9808,6.5749,81.76,12.1261,89.1664,85.5003,94.0772
2011-02-28,1.0174,1.3793,1.6247,0.9737,6.5713,81.94,12.113,88.9391,85.152,93.9896
2011-03-01,1.0159,1.3813,1.6309,0.9742,6.57,81.86,12.0882,88.831,85.0662,93.8546
2011-03-02,1.0157,1.3869,1.6311,0.9733,6.5723,81.62,12.1114,88.7317,84.8587,93.8815
2011-03-03,1.0131,1.3947,1.6266,0.9746,6.5717,82.41,12.0301,88.637,84.9035,93.6227
2011-03-04,1.0111,1.3983,1.625,0.9715,6.567,82.35,12.0066,88.4898,84.7334,93.5014
2011-03-07,1.011,1.3976,1.6204,0.9737,6.554,82.12,12.032,88.5207,84.799,93.492
2011-03-08,1.0113,1.3912,1.6164,0.9712,6.5684,82.69,12.001,88.6454,85.0119,93.5144
2011-03-09,1.0111,1.3906,1.6202,0.9686,6.558,82.78,11.9681,88.5328,84.9237,93.3726
2011-03-10,1.0017,1.3823,1.6063,0.9729,6.5731,82.98,11.9641,88.8698,85.3716,93.5828
2011-03-11,1.011,1.3864,1.6033,0.9732,6.5742,81.77,11.9211,88.691,85.0842,93.5292
2011-03-14,1.0073,1.3975,1.6181,0.9758,6.5696,81.65,11.9188,88.5191,84.8099,93.4756
2011-03-15,0.99,1.3968,1.6064,0.9831,6.573,80.82,12.0033,88.7845,84.9959,93.8357
2011-03-16,0.9842,1.3922,1.6028,0.9921,6.5713,80.17,12.0842,88.9785,85.2596,93.9496
2011-03-17,0.9823,1.4021,1.6143,0.9886,6.5743,78.74,12.0997,88.6549,84.6189,93.9959
2011-03-18,0.9953,1.4141,1.6187,0.9846,6.5689,81.14,12.0584,88.5221,84.5423,93.7959
2011-03-21,1.0044,1.4184,1.6276,0.9772,6.5635,81.11,11.9905,88.2032,84.1854,93.5196
2011-03-22,1.0118,1.4212,1.6387,0.9769,6.551,81.0,11.987,88.0665,84.0189,93.4171
2011-03-23,1.0105,1.4124,1.6246,0.982,6.5591,80.94,12.004,88.3328,84.428,93.5172
2011-03-24,1.0219,1.42,1.6159,0.9748,6.558,80.82,11.9532,88.0592,84.0666,93.345
2011-03-25,1.0282,1.4144,1.6086,0.9779,6.5568,81.12,11.933,88.1716,84.376,93.2268
2011-03-28,1.0281,1.4104,1.6024,0.9757,6.5643,81.67,11.9561,88.3058,84.5295,93.3394
2011-03-29,1.0264,1.409,1.5983,0.9758,6.56,82.38,11.965,88.3991,84.7039,93.3385
2011-03-30,1.0319,1.4095,1.6038,0.9715,6.5558,82.98,11.9211,88.2298,84.6187,93.0698
2011-03-31,1.0358,1.4183,1.6048,0.9717,6.5483,82.76,11.917,88.0299,84.3618,92.935
2011-04-01,1.0387,1.4215,1.6132,0.9629,6.5477,84.05,11.829,87.7993,84.2164,92.6033
2011-04-04,1.0352,1.4221,1.6129,0.9677,6.5385,83.98,11.8552,87.8406,84.3298,92.5608
2011-04-05,1.0346,1.423,1.6282,0.9635,6.539,84.65,11.8216,87.7483,84.2183,92.4903
2011-04-06,1.0425,1.4333,1.6314,0.9587,6.544,85.26,11.7866,87.4913,83.886,92.3193
2011-04-07,1.0456,1.4287,1.6304,0.9593,6.542,84.98,11.7922,87.532,83.9644,92.3162
2011-04-08,1.0531,1.4437,1.6341,0.9564,6.535,84.99,11.746,87.1493,83.4874,92.0409
2011-04-11,1.0534,1.4454,1.6386,0.9547,6.5381,84.58,11.7412,87.094,83.315,92.1223
2011-04-12,1.047,1.4455,1.6263,0.9624,6.5402,83.79,11.823,87.2943,83.4664,92.3815
2011-04-13,1.0504,1.4477,1.6285,0.9638,6.5333,83.59,11.8055,87.2093,83.385,92.2916
2011-04-14,1.0523,1.4464,1.635,0.9626,6.531,83.23,11.76,87.0802,83.2798,92.1336
2011-04-15,1.0558,1.4443,1.6325,0.9615,6.5317,83.13,11.7022,87.005,83.2836,91.9652
2011-04-18,1.049,1.4211,1.6229,0.9689,6.5286,82.43,11.7785,87.5081,83.9789,92.2475
2011-04-19,1.0507,1.4319,1.6315,0.9572,6.5303,82.41,11.696,87.0791,83.3721,92.0229
2011-04-20,1.0677,1.4513,1.6405,0.9523,6.5254,82.58,11.6203,86.5642,82.723,91.6618
2011-04-21,1.0747,1.4585,1.6572,0.9518,6.492,81.81,11.6055,86.2256,82.3067,91.4125
2011-04-22,1.0735,1.4545,1.6517,0.9535,6.5067,81.92,11.602,86.3742,82.5033,91.5056
2011-04-25,1.0717,1.4576,1.6497,0.9541,6.5277,81.93,11.6175,86.4026,82.4431,91.6385
2011-04-26,1.0772,1.4625,1.6465,0.9508,6.527,81.93,11.5736,86.2576,82.2605,91.5369
2011-04-27,1.079,1.4659,1.653,0.955,6.5112,82.6,11.5954,86.2519,82.359,91.4082
2011-04-28,1.0893,1.4785,1.6636,0.9513,6.501,81.57,11.5486,85.8419,81.7462,91.235
2011-04-29,1.0937,1.4821,1.6691,0.9486,6.49,81.31,11.5237,85.5999,81.4984,90.9983
2011-05-02,1.097,1.487,1.669,0.9492,6.492,81.23,11.505,85.5199,81.3834,90.9594
2011-05-03,1.0921,1.4875,1.6536,0.9489,6.4955,81.02,11.558,85.6352,81.4183,91.1706
2011-05-04,1.0765,1.4859,1.6524,0.9579,6.4925,80.69,11.6295,85.8917,81.684,91.4179
2011-05-05,1.0642,1.4583,1.6427,0.9667,6.4931,80.12,11.693,86.508,82.5348,91.7607
2011-05-06,1.0763,1.4495,1.6417,0.9616,6.4925,80.51,11.5831,86.4575,82.6306,91.5377
2011-05-09,1.0754,1.4301,1.6338,0.966,6.4937,80.66,11.6303,86.8346,83.2305,91.6566
2011-05-10,1.0803,1.4358,1.6331,0.9611,6.4915,80.75,11.592,86.6518,83.0009,91.527
2011-05-11,1.0756,1.4269,1.6412,0.9581,6.4915,80.78,11.6041,86.7195,83.1049,91.5529
2011-05-12,1.0652,1.4229,1.629,0.9656,6.4986,80.75,11.6698,87.0767,83.4773,91.8948
2011-05-13,1.0565,1.4141,1.6179,0.9708,6.4977,80.76,11.7463,87.4176,83.9243,92.1146
2011-05-16,1.062,1.4219,1.624,0.9701,6.5073,80.82,11.722,87.3311,83.6562,92.2391
2011-05-17,1.0539,1.4155,1.6206,0.9772,6.5057,81.39,11.7661,87.6307,84.1215,92.3478
2011-05-18,1.0617,1.427,1.6148,0.9722,6.5029,81.37,11.7173,87.295,83.7192,92.0872
2011-05-19,1.0614,1.4254,1.6179,0.9703,6.5042,81.78,11.6716,87.2638,83.7619,91.9696
2011-05-20,1.0644,1.4172,1.6222,0.9735,6.4917,81.64,11.6555,87.3044,83.9492,91.84
2011-05-23,1.0496,1.4015,1.6102,0.9791,6.505,81.81,11.7335,87.8941,84.598,92.3655
2011-05-24,1.0555,1.4107,1.6185,0.9773,6.499,82.12,11.6986,87.662,84.3149,92.1909
2011-05-25,1.0537,1.4102,1.6277,0.9765,6.493,81.96,11.682,87.6136,84.2003,92.2189
2011-05-26,1.059,1.4088,1.6346,0.9809,6.4913,81.44,11.691,87.5588,84.1996,92.101
2011-05-27,1.0711,1.4287,1.6494,0.9771,6.492,80.75,11.6113,86.9525,83.3901,91.7265
2011-05-30,,,,,,,,,,
2011-05-31,1.066,1.4376,1.6439,0.9688,6.4786,81.29,11.579,86.656,83.0986,91.4221
2011-06-01,1.0716,1.4431,1.6391,0.9713,6.478,80.82,11.6362,86.5964,82.9424,91.475
2011-06-02,1.0617,1.4426,1.6325,0.9794,6.4824,80.98,11.6839,86.8435,83.2728,91.6264
2011-06-03,1.0714,1.4604,1.6397,0.9768,6.4796,80.38,11.6585,86.4234,82.6386,91.454
2011-06-06,1.0737,1.462,1.6362,0.9784,6.4796,80.19,11.6931,86.4669,82.6405,91.5465
2011-06-07,1.0713,1.4675,1.6444,0.9743,6.481,80.21,11.735,86.3627,82.3965,91.6062
2011-06-08,1.0635,1.4587,1.6381,0.9778,6.4754,79.87,11.792,86.5714,82.6671,91.7434
2011-06-09,1.0642,1.4534,1.6382,0.9732,6.4757,80.07,11.7786,86.5913,82.7065,91.7404
2011-06-10,1.0567,1.4365,1.6254,0.9769,6.4801,80.26,11.8668,87.042,83.2882,92.0403
2011-06-13,1.0562,1.4368,1.6308,0.9778,6.483,80.16,11.88,87.0579,83.2466,92.1238
2011-06-14,1.0691,1.4473,1.6388,0.9684,6.4794,80.5,11.7986,86.6771,82.782,91.8391
2011-06-15,1.0621,1.4221,1.6218,0.9778,6.482,80.71,11.8819,87.3342,83.7446,92.1428
2011-06-16,1.0541,1.4155,1.613,0.9842,6.4746,80.7,11.9717,87.6917,84.1262,92.4746
2011-06-17,1.062,1.4326,1.6186,0.9797,6.47,80.1,11.904,87.2179,83.4737,92.2063
2011-06-20,1.0587,1.432,1.6206,0.9785,6.472,80.26,11.8842,87.1908,83.4554,92.1687
2011-06-21,1.0598,1.4399,1.6232,0.9722,6.465,80.15,11.8068,86.857,83.093,91.8662
2011-06-22,1.0633,1.4403,1.6131,0.9725,6.4628,80.06,11.7793,86.8067,83.091,91.759
2011-06-23,1.0484,1.4166,1.5977,0.98,6.4676,80.45,11.8687,87.455,84.0001,92.1075
2011-06-24,1.0523,1.4189,1.5985,0.9847,6.4737,80.32,11.8832,87.5014,84.035,92.1675
2011-06-27,1.0439,1.4282,1.5972,0.9859,6.4815,80.89,11.8936,87.5225,83.9723,92.2865
2011-06-28,1.0521,1.4368,1.6016,0.9819,6.4699,80.85,11.8375,87.2178,83.6052,92.0522
2011-06-29,1.0673,1.4428,1.607,0.9703,6.4633,80.8,11.768,86.8014,83.1073,91.7283
2011-06-30,1.0732,1.4523,1.6067,0.9642,6.4635,80.64,11.7191,86.4786,82.7331,91.4633
2011-07-01,1.0754,1.4508,1.607,0.9608,6.4645,80.81,11.6294,86.3613,82.7141,91.2302
2011-07-04,,,,,,,,,,
2011-07-05,1.0698,1.447,1.6085,0.9608,6.466,81.14,11.6226,86.4253,82.8316,91.2322
2011-07-06,1.0696,1.4329,1.5998,0.9656,6.467,80.9,11.6361,86.6825,83.253,91.2999
2011-07-07,1.0764,1.4349,1.5967,0.9585,6.4655,81.26,11.5725,86.4825,83.0898,91.0557
2011-07-08,1.0727,1.4251,1.603,0.9627,6.4645,80.64,11.6279,86.615,83.277,91.1256
2011-07-11,1.0662,1.4034,1.5932,0.9663,6.4671,80.37,11.7268,87.1013,83.8801,91.4802
2011-07-12,1.0626,1.4014,1.594,0.9667,6.472,79.53,11.7889,87.1701,83.8088,91.7118
2011-07-13,1.0763,1.4167,1.6111,0.9582,6.4675,78.99,11.7111,86.5697,82.9828,91.3697
2011-07-14,1.0741,1.4182,1.6125,0.9584,6.459,79.11,11.7086,86.5234,82.9565,91.2998
2011-07-15,1.0656,1.4156,1.6149,0.9542,6.461,79.03,11.7123,86.5169,82.8913,91.3618
2011-07-18,1.0565,1.4042,1.6024,0.9616,6.4688,79.1,11.7972,86.9549,83.4577,91.653
2011-07-19,1.0699,1.4156,1.6135,0.9505,6.4631,78.91,11.7042,86.4386,82.7787,91.323
2011-07-20,1.0727,1.4188,1.6139,0.9479,6.4581,78.76,11.6708,86.2794,82.6182,91.1642
2011-07-21,1.0837,1.4372,1.6301,0.9449,6.4535,78.47,11.6198,85.8378,81.9643,90.9685
2011-07-22,1.0851,1.4366,1.6319,0.95,6.4464,78.44,11.624,85.8623,82.0965,90.8667
2011-07-25,1.0853,1.4357,1.6285,0.9448,6.445,78.31,11.663,85.8006,81.9278,90.9305
2011-07-26,1.0942,1.4495,1.6392,0.9448,6.4411,78.04,11.6226,85.4692,81.5021,90.7078
2011-07-27,1.1026,1.4373,1.6357,0.9474,6.4428,77.99,11.6479,85.7126,81.8193,90.8659
2011-07-28,1.1025,1.4303,1.6338,0.9483,6.4418,77.87,11.6731,85.8245,81.9889,90.9106
2011-07-29,1.1001,1.4388,1.6455,0.9539,6.436,77.18,11.7235,85.7282,81.7277,91.0079
2011-08-01,1.093,1.4202,1.6278,0.9593,6.4337,76.87,11.7525,86.0391,82.2973,91.0166
2011-08-02,1.084,1.4232,1.6287,0.9577,6.4379,77.13,11.7629,86.0533,82.2011,91.1606
2011-08-03,1.0721,1.432,1.6406,0.9632,6.434,76.87,11.8384,86.0706,82.0696,91.3532
2011-08-04,1.0516,1.4158,1.6308,0.9765,6.4377,79.01,12.008,86.9299,83.2098,91.8881
2011-08-05,1.038,1.4158,1.6362,0.9843,6.4401,78.48,12.0402,87.1084,83.311,92.1584
2011-08-08,1.0351,1.4241,1.6354,0.9889,6.4342,77.53,12.1768,87.1873,83.0937,92.5865
2011-08-09,1.0192,1.4242,1.6194,0.9893,6.4304,77.16,12.344,87.3919,83.0676,93.0657
2011-08-10,1.021,1.4193,1.6169,0.9909,6.4172,76.41,12.385,87.3792,83.1045,92.9941
2011-08-11,1.0269,1.423,1.6228,0.9891,6.3935,76.68,12.41,87.3215,83.0894,92.8856
2011-08-12,1.0352,1.4239,1.6284,0.9879,6.3892,76.79,12.2825,87.177,83.0779,92.5825
2011-08-15,1.0478,1.4452,1.6387,0.9838,6.3902,76.73,12.2501,86.7515,82.4601,92.3824
2011-08-16,1.0491,1.4421,1.6424,0.9816,6.3818,76.76,12.2489,86.7115,82.5036,92.243
2011-08-17,1.0543,1.4436,1.6591,0.9818,6.3839,76.46,12.1875,86.5518,82.3087,92.1241
2011-08-18,1.0393,1.432,1.6489,0.9899,6.3873,76.52,12.3565,87.1271,82.8809,92.7066
2011-08-19,1.0444,1.4408,1.6544,0.9848,6.391,76.46,12.2327,86.8286,82.4822,92.5251
2011-08-22,1.0417,1.4384,1.6452,0.9901,6.4004,76.77,12.3227,87.0753,82.777,92.7163
2011-08-23,1.051,1.4431,1.6509,0.9876,6.3975,76.59,12.3155,86.9001,82.5375,92.6165
2011-08-24,1.0471,1.4402,1.6375,0.9878,6.388,76.78,12.4222,87.1316,82.7355,92.8891
2011-08-25,1.0457,1.438,1.6289,0.9842,6.39,77.38,12.4155,87.2306,82.8322,92.9916
2011-08-26,1.0573,1.4463,1.6321,0.9854,6.386,76.62,12.4657,87.0751,82.5692,92.9632
2011-08-29,1.0619,1.451,1.6398,0.9778,6.3809,76.96,12.4157,86.8433,82.3331,92.7353
2011-08-30,1.0676,1.4435,1.6279,0.9791,6.3802,76.75,12.4831,87.001,82.5402,92.8348
2011-08-31,1.0702,1.4406,1.6269,0.9783,6.3778,76.5,12.3262,86.7739,82.4758,92.4129
2011-09-01,1.075,1.4283,1.6179,0.9751,6.3812,76.81,12.2556,86.8512,82.6987,92.3179
2011-09-02,1.0677,1.4203,1.619,0.9815,6.3821,76.79,12.363,87.1797,83.0072,92.6723
2011-09-05,,,,,,,,,,
2011-09-06,1.051,1.3999,1.5954,0.9908,6.3901,77.48,12.5201,88.1645,84.2902,93.3119
2011-09-07,1.0614,1.4058,1.5948,0.9882,6.394,77.39,12.4702,87.9699,84.0489,93.1709
2011-09-08,1.063,1.3947,1.6021,0.9856,6.3833,77.43,12.4996,88.1162,84.2329,93.2739
2011-09-09,1.0446,1.3666,1.587,0.997,6.388,77.31,12.647,88.9514,85.3354,93.8023
2011-09-12,1.0312,1.3635,1.5814,0.9957,6.3877,77.15,12.775,89.2192,85.4389,94.2638
2011-09-13,1.032,1.368,1.5805,0.9901,6.397,76.88,12.9367,89.2653,85.1364,94.7198
2011-09-14,1.0234,1.371,1.5773,0.9913,6.391,76.71,12.954,89.419,85.1137,95.0829
2011-09-15,1.0313,1.3858,1.5808,0.9867,6.3904,76.7,12.9083,89.0647,84.5767,94.9435
2011-09-16,1.038,1.3783,1.5802,0.9813,6.3833,76.89,12.9676,89.1108,84.6383,94.9712
2011-09-19,1.0217,1.3636,1.5674,0.9897,6.3864,76.48,13.1856,89.9336,85.289,96.0042
2011-09-20,1.0293,1.3697,1.5718,0.9922,6.3837,76.52,13.1664,89.8777,85.1815,96.0095
2011-09-21,1.0209,1.3724,1.5619,0.9985,6.3811,76.38,13.4127,90.3453,85.3742,96.8091
2011-09-22,0.9764,1.3446,1.5358,1.0327,6.3879,76.31,13.8748,92.075,87.2674,98.3526
2011-09-23,0.9784,1.3518,1.5475,1.028,6.3877,76.3,13.7753,91.6904,86.8807,97.9681
2011-09-26,0.9751,1.3516,1.5553,1.0338,6.3975,76.35,13.6683,91.7724,86.9993,98.0069
2011-09-27,0.9962,1.3606,1.5681,1.019,6.3975,76.6,13.3376,90.8985,86.2668,96.9592
2011-09-28,0.9895,1.3628,1.5648,1.0226,6.3933,76.51,13.3779,91.0227,86.3358,97.15
2011-09-29,0.9818,1.3639,1.5685,1.0338,6.3964,76.68,13.4715,91.3033,86.6284,97.4179
2011-09-30,0.9744,1.3449,1.5624,1.0389,6.378,77.04,13.7701,91.9998,87.3631,98.0732
2011-10-03,0.9647,1.3281,1.5474,1.044,6.3745,76.66,13.8767,92.5128,87.9961,98.4468
2011-10-04,0.9453,1.3294,1.5403,1.0605,6.3745,76.86,13.931,92.9508,88.5631,98.7347
2011-10-05,0.9624,1.3328,1.5436,1.0448,6.3745,76.86,13.6701,92.3008,88.0023,97.9751
2011-10-06,0.9699,1.3408,1.5398,1.0431,6.378,76.64,13.5291,91.9661,87.7243,97.5714
2011-10-07,0.9843,1.3512,1.5628,1.0326,6.3745,76.77,13.3016,91.2469,87.0098,96.8418
2011-10-10,,,,,,,,,,
2011-10-11,0.9978,1.3657,1.5594,1.0287,6.3745,76.66,13.321,90.9162,86.4919,96.7306
2011-10-12,1.0166,1.3805,1.5757,1.0163,6.358,77.3,13.2303,90.3378,85.7309,96.3656
2011-10-13,1.0147,1.373,1.5729,1.0238,6.382,76.88,13.3621,90.6603,86.0837,96.6539
2011-10-14,1.0296,1.3861,1.5808,1.0148,6.378,77.36,13.2906,90.2116,85.5074,96.3549
2011-10-17,1.0241,1.377,1.5778,1.0153,6.3695,76.8,13.2904,90.266,85.6921,96.2541
2011-10-18,1.022,1.3719,1.5654,1.0165,6.3804,76.75,13.4215,90.5907,85.9225,96.6932
2011-10-19,1.0272,1.3775,1.5799,1.0136,6.3769,76.79,13.3802,90.3317,85.6279,96.4752
2011-10-20,1.0187,1.3672,1.5726,1.0216,6.3825,76.91,13.7675,91.1026,86.1533,97.5444
2011-10-21,1.033,1.3873,1.5945,1.009,6.3823,76.1,13.5759,90.279,85.0093,97.1027
2011-10-24,1.0454,1.3932,1.5986,1.004,6.3744,76.1,13.4546,89.8558,84.6702,96.5757
2011-10-25,1.0447,1.3911,1.5994,1.0143,6.3605,75.88,13.443,89.9525,84.9436,96.4598
2011-10-26,1.0348,1.3838,1.5905,1.01,6.3534,76.05,13.4697,90.0836,85.1162,96.5415
2011-10-27,1.0686,1.4172,1.6081,0.9942,6.359,75.8,13.1711,88.7882,83.6278,95.4724
2011-10-28,1.0707,1.4164,1.613,0.9957,6.357,75.72,13.1025,88.6382,83.648,95.116
2011-10-31,1.061,1.3947,1.6141,0.9932,6.3547,77.97,13.169,89.2053,84.462,95.3895
2011-11-01,1.0302,1.3676,1.5946,1.02,6.3547,78.28,13.6665,90.7296,86.1092,96.7758
2011-11-02,1.0366,1.3803,1.5974,1.0125,6.355,78.04,13.484,90.244,85.5126,96.4198
2011-11-03,1.0352,1.3744,1.5959,1.0128,6.3513,77.96,13.427,90.2961,85.6628,96.3551
2011-11-04,1.0358,1.3761,1.6026,1.0179,6.34,78.17,13.4735,90.3154,85.7741,96.2651
2011-11-07,1.0339,1.3744,1.6024,1.0173,6.3481,78.06,13.455,90.3832,85.8361,96.3401
2011-11-08,1.0332,1.3785,1.6076,1.0139,6.3462,77.79,13.3826,90.172,85.5645,96.1996
2011-11-09,1.0199,1.3596,1.5958,1.0176,6.3401,77.77,13.4955,90.6991,86.243,96.5497
2011-11-10,1.0137,1.36,1.5935,1.0188,6.3454,77.58,13.5477,90.8588,86.2684,96.8701
2011-11-11,,,,,,,,,,
2011-11-14,1.0193,1.3625,1.5899,1.0176,6.3536,77.02,13.4865,90.7215,86.107,96.7608
2011-11-15,1.0144,1.3524,1.5818,1.0233,6.3464,76.99,13.5851,91.1081,86.5902,97.0347
2011-11-16,1.0137,1.3505,1.577,1.0205,6.3445,77.02,13.5919,91.1237,86.5981,97.0595
2011-11-17,1.0056,1.3522,1.5801,1.0224,6.3505,76.98,13.6281,91.1822,86.6051,97.1797
2011-11-18,1.0036,1.3521,1.5783,1.026,6.3565,76.93,13.7015,91.3676,86.7072,97.4654
2011-11-21,0.9842,1.3525,1.5662,1.0386,6.3603,76.97,14.0178,91.9978,87.1612,98.3097
2011-11-22,0.9831,1.35,1.5646,1.0371,6.3605,77.07,13.981,92.0193,87.2052,98.3042
2011-11-23,0.9686,1.3347,1.5511,1.0479,6.3576,77.41,14.1426,92.7463,88.0579,98.8857
2011-11-24,,,,,,,,,,
2011-11-25,0.9737,1.3244,1.5467,1.0487,6.3802,77.66,14.2542,93.1455,88.4251,99.3254
2011-11-28,0.9924,1.3334,1.5538,1.0327,6.3839,78.05,14.0432,92.4983,87.7187,98.7448
2011-11-29,1.0018,1.3343,1.5625,1.0296,6.3769,77.86,13.9252,92.2163,87.4902,98.3973
2011-11-30,1.0244,1.3453,1.5705,1.0199,6.3765,77.58,13.6201,91.4728,86.768,97.624
2011-12-01,1.0227,1.3487,1.5698,1.0172,6.3655,77.6,13.5875,91.227,86.6432,97.2326
2011-12-02,1.0221,1.3386,1.5592,1.0165,6.3596,77.88,13.5425,91.3532,87.0006,97.0854
2011-12-05,1.0298,1.3463,1.5689,1.014,6.3629,77.77,13.489,91.1087,86.6365,96.9811
2011-12-06,1.0227,1.3397,1.558,1.0116,6.3645,77.73,13.5,91.2817,86.8438,97.1144
2011-12-07,1.0268,1.3386,1.5691,1.0106,6.3642,77.69,13.5107,91.2331,86.7538,97.1146
2011-12-08,1.0187,1.3324,1.5635,1.019,6.3618,77.67,13.6807,91.668,87.1918,97.5486
2011-12-09,1.019,1.3368,1.5642,1.0202,6.3641,77.58,13.6128,91.6122,87.0783,97.561
2011-12-12,1.0059,1.3188,1.5597,1.0273,6.3604,77.87,13.8568,92.3375,87.8695,98.2126
2011-12-13,1.0097,1.3094,1.5528,1.0283,6.3648,77.86,13.7896,92.5456,88.1859,98.2938
2011-12-14,0.9904,1.2972,1.5445,1.0403,6.371,78.08,13.94,93.2176,88.9963,98.8069
2011-12-15,0.9936,1.3013,1.5486,1.0338,6.3733,77.87,13.8313,92.8858,88.5995,98.5495
2011-12-16,0.9962,1.3025,1.5514,1.0388,6.3479,77.65,13.885,92.8252,88.6235,98.389
2011-12-19,0.9915,1.3017,1.5531,1.0364,6.3376,77.96,13.861,92.8685,88.6257,98.4809
2011-12-20,1.0069,1.3076,1.5674,1.0284,6.3459,77.76,13.7866,92.432,88.0804,98.1698
2011-12-21,1.007,1.304,1.568,1.0286,6.3386,78.0,13.8523,92.5262,88.2428,98.1841
2011-12-22,1.014,1.3045,1.5667,1.0213,6.3392,78.13,13.829,92.3883,88.0357,98.1271
2011-12-23,1.0148,1.304,1.5615,1.0208,6.3364,78.13,13.8189,92.3897,88.0702,98.0893
2011-12-26,,,,,,,,,,
2011-12-27,1.016,1.3074,1.5671,1.0201,6.321,77.83,13.9727,92.4137,87.8636,98.3865
2011-12-28,1.0092,1.2926,1.5478,1.0232,6.3211,77.98,13.9927,92.8374,88.5109,98.5482
2011-12-29,1.0134,1.2952,1.5386,1.0208,6.3187,77.71,13.9755,92.7398,88.3731,98.4974
2011-12-30,1.0251,1.2973,1.5537,1.0168,6.2939,76.98,13.951,92.4262,87.9562,98.304
2012-01-02,,,,,,,,,,
2012-01-03,1.038,1.3061,1.5655,1.0089,6.294,76.67,13.6736,91.7551,87.3475,97.5555
2012-01-04,1.0348,1.293,1.5638,1.0134,6.2941,76.68,13.6968,92.0345,87.8444,97.5854
2012-01-05,1.0253,1.2783,1.548,1.0197,6.3013,77.18,13.7502,92.5773,88.6297,97.8533
2012-01-06,1.0235,1.2723,1.5431,1.0231,6.3088,77.06,13.7165,92.7183,88.8917,97.857
2012-01-09,1.0215,1.2745,1.5436,1.0272,6.3143,76.88,13.7344,92.7418,88.9025,97.8951
2012-01-10,1.0323,1.2782,1.5489,1.0161,6.3141,76.84,13.6211,92.2461,88.426,97.3736
2012-01-11,1.0295,1.2686,1.5325,1.0192,6.3149,76.9,13.6517,92.554,88.8972,97.4974
2012-01-12,1.0311,1.2818,1.5325,1.0197,6.3177,76.76,13.5976,92.2274,88.5115,97.2356
2012-01-13,1.0292,1.2682,1.5301,1.0246,6.3065,76.9,13.614,92.5385,89.0693,97.2684
2012-01-16,,,,,,,,,,
2012-01-17,1.0395,1.274,1.5356,1.013,6.3136,76.8,13.4614,92.0142,88.5053,96.7848
2012-01-18,1.0395,1.2825,1.541,1.0138,6.3109,76.81,13.3284,91.6943,88.2545,96.3837
