GeoName,LineCode,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,,,,,,
Indiana,64,3604.8,3729.4,3624,3434.4,3508.1,3818.1,3417.1,3368,3464.6,3201.4,3249.6,3269.6,3268.5,3341.6,3426.6,3270,2880.8,2974.9,3067.6,3122.9,2936.4,3133.2,3176.2,3343.2,3350.4,3259,3319.4,3339.1,3427.3,3506.3,3483.1,3522,3633.5,3670.4,4034.4,3806.4,4042.5,4091,4054.2,4094.2,4133.3,4191.9,4295.2,4329.2,4349.2,4587.6,4618.5,4614.4,4623.8,4570.8,4710.1,5029.3,4919.5,4912.6,5087.9,4766.2,5339.9,5228.4,5100.3,4890.5,4848.9,4846.5,5266.2,5610.3,5585.4,6104.7,5689.2,6055.8,6687.1,6839.2,6896.2,7102.8,7075.2,,,,,,
Indiana,65,6947.6,6935.2,6952.2,6979.5,7190,7226.8,7161.1,7167.6,7143.4,7345.9,7484.5,7535.3,7572.6,7585.7,7585.3,7326.3,6901.9,6612,6661.8,7025,7373.8,7610.3,7763,7824.7,8031.3,8050,8101.4,8150.7,8432.6,8473,8429.9,8317.5,8431.4,8430.8,8583.8,8751.7,8777.5,8952.8,9011.5,8983.3,8822.8,8746.6,8722.3,8728.6,8558.6,8545.6,8707.8,8882.9,9025.9,9106.2,9219.2,9324.6,9576,9512,9526.1,9647.4,9724.7,9804.5,9770.8,9809.9,9764.9,8229.9,9387.5,9694,10303.5,10313.1,10754.1,11224,11722.1,11839.3,11726.7,11508.4,11703.7,,,,,,
Indiana,69,2764.4,2796.6,2879.2,2893.5,2990.5,3014,2992.8,2936.5,2904.6,2912.4,2952.2,2963.5,2992.1,3067.9,3180.1,3221.1,3358.6,3321.3,3336.2,3396.6,3378.8,3441.7,3399.3,3465.1,3416.5,3437.9,3465.6,3382.8,3474.7,3490,3397.2,3402.6,3353,3333.5,3350.1,3379.1,3368.2,3382.1,3415.3,3374,3343.9,3325.3,3350.3,3392.2,3432.4,3448.8,3394.9,3386.4,3304.4,3265.7,3276.5,3317.7,3321.5,3374.1,3370.6,3380.5,3415.3,3440.7,3448,3331,3185.5,2829.3,2928.7,2883.5,2971.1,3062.8,3174,3274.7,3200.4,3113,3100.7,3107,3105.1,,,,,,
Indiana,70,19929.6,20432.3,21011.9,20955.7,21411.3,21505.2,21350.8,21417.1,21039.6,21038.8,21161.9,21416.8,21878,22217.8,22627.3,22960.1,22600.8,22630.5,22574.8,22780.3,22551.3,22988,22915.4,23123.2,22676.9,23162.5,23489,23553.8,23832.9,23851.9,24153.7,24413.9,24564.4,24415.5,24316.4,24395.1,24676.9,24502.4,24932.8,24964.8,25560.9,25583,25885.9,26177.8,26492.7,26890.7,26852.9,27262.7,27354.2,27749.6,28019.6,27990.2,28333.6,28366.7,28427.5,28535.9,28874.8,29038.4,29303,29581.9,29616.1,26205.6,30180.7,30638.2,29869.6,29900.1,30045.1,31173.4,32332.8,32493.4,32862.7,33272.2,33782.8,,,,,,
Indiana,76,3606.6,3471.4,3536.2,3559.1,3570.4,3556.3,3367.4,3350.4,3425.5,3383,3459.9,3366.1,3309.2,3282.2,3462.9,3521.3,3354,3402.7,3324.3,3270.2,3558,3420.2,3364.8,3441.4,3107.1,3356.5,3422.7,3403.3,3402.1,3559.5,3502.3,3432.6,3749.5,3534.4,3483.4,3454.3,3544.6,3616.4,3536.2,3598.4,3570.8,3334.3,3419.1,3468.9,3152.3,3343.7,3421,3480.4,3498.1,3381.9,3445.7,3434.7,3415.7,3686.5,3556.5,3556.9,3499.7,3421.7,3525.2,3768,3241.4,1824.1,2663.9,2791,2807.2,2908.5,3062.1,2961,3070.6,3203.3,3372.4,3394.8,3448.5,,,,,,
Indiana,79,7065.1,7089.1,7093.4,7096.6,7414.8,7301.3,7285.2,7268.9,7127.2,7078.2,6934.1,6996.4,6820.1,6889.3,6907.5,6726.8,6431,6321.5,6317.7,6250.8,6451.8,6489.9,6534.4,6449.1,6669.8,6710.2,6702.8,6687,7099.5,7050.1,7075.8,7108.9,7130.1,7028,6984.2,7049.4,7170.1,7354,7446.6,7426.1,7598.7,7669.7,7692.5,7682.4,7884.1,7822.9,7812.5,7874.4,7961.3,7840.5,7844,7911.1,8112,8142.8,8161.9,8287.7,7687.7,7625.6,7641.6,7599.5,7171.3,5070.2,7046.4,6583.9,7260.1,7880.4,7934.1,7960.7,8199.5,8266.7,8188.5,8072.6,8222.3,,,,,,
Indiana,82,7950.3,7955,8035.3,8026.3,8027.9,7982,7924.9,7842.9,7703.1,7654.7,7559.5,7475.8,7358.7,7297.4,7296,7162,6910.8,6720.6,6654,6684,6607.1,6678.7,6757.7,6715.9,6594.7,6566.5,6523.5,6477.9,6689.7,6688.8,6688.8,6693.5,6649.6,6599.1,6603.6,6645.3,6629.2,6792.5,6849.5,6861.8,6755.1,6825.8,6765.7,6771.6,6732.8,6727.1,6769.7,6730,6696.8,6657.2,6719.3,6792.5,6877.4,6917,6924.1,6911.4,6845.1,6827.5,6951.2,6985.1,6943.8,5782,6678.3,6757.3,6545.8,6766,6887.5,6924.4,6997.7,7005.2,7066.8,7017.4,7050.2,,,,,,
Indiana,83,28315.4,29480.1,29796.1,30856.3,32836,33848,33885,32774.8,30616.1,29245.5,28559.3,28432.4,29424.7,29744.6,30124.6,29809.4,29573.9,29539.8,29492.3,29560.4,29212.1,29309.3,28503.6,29173.4,27974.8,29003.3,29079,28643.9,28678,28215.8,28155.5,27657.8,27083.7,26715.6,26879.4,27276.4,28062.1,28677.3,28777.6,28957.6,28078.7,28364.1,28727,28482.2,28688.5,28932.9,29138.9,29193,29552.8,29691.1,29954.4,30474.3,30181.5,30647,30584.5,30409.2,30062.7,30114.8,30367.3,30757.2,30965.6,29552.9,30446.4,30118,29817.6,30023.3,30010.9,30435.7,30267.4,30112.8,30132.9,29941,30312.5,,,,,,
Indiana,84,4153.6,4119.4,4109,4150,4119.7,4147.3,4157.3,4156.5,4147,4151.6,4196.6,4196.6,4225.8,4196.2,4178.5,4126.7,4161.4,4272.4,4183,4282,4401.9,4536.5,4411.8,4329.2,4258.4,4183,4180.2,4213.7,4194.2,4200.3,4210.5,4167.2,4125.1,4031.6,3907.5,3895.7,4013.6,4049.6,4076.3,4118.1,4175.7,4227.1,4279.6,4300.7,4323.8,4352.8,4400,4440.8,4479.8,4506.6,4531.3,4552.5,4583,4606.2,4615.8,4618.9,4549.6,4651.3,4721.2,4771.5,4868.4,4936.6,5171.1,4953.7,4899.5,4826.4,4772.6,4734.4,4726.8,4672.4,4631.4,4673,4758.8,,,,,,
Indiana,85,1456,1480.9,1515.8,1554.4,1421.1,1425.7,1444.1,1450.8,1440.4,1425.1,1452.2,1459.2,1528.5,1549.2,1573.6,1573.7,1632.9,1625.6,1608.8,1615.4,1580.2,1544.8,1554.6,1522,1441.2,1446.6,1436.4,1439.5,1351.3,1330.4,1335.1,1303,1298.1,1292.1,1271.7,1241.5,1177.3,1175.7,1193.6,1212.2,1108.1,1127.1,1136.2,1164.4,1132.6,1135.1,1135.9,1133.4,1090.7,1089,1094,1090.9,1063.3,1060.2,1060.4,1053.8,1039.4,1065.4,1067.3,1067.8,1042,1057.5,1062.1,1070.8,1110.9,1121.5,1111.7,1109.1,1356.6,1223.2,1183.2,1183.5,1161.8,,,,,,
Indiana,86,22696.1,23880.2,24172.8,25158.4,27325.8,28312,28318.4,27193,25040.7,23671.8,22906.1,22771.6,23668.8,24000.1,24375.3,24111.2,23779.4,23640,23699.2,23660.9,23226.3,23223.5,22532.5,23320.4,22272.4,23375.1,23463.9,22989.7,23132.6,22684.4,22609.6,22188.4,21663.9,21395.5,21697.8,22132.9,22861.1,23438.3,23494.7,23615.1,22788.5,23004.3,23305.2,23016.2,23228.7,23440.7,23599.2,23616.4,23976.2,24089.2,24321.7,24818.9,24526.4,24967.9,24897,24727.2,24463.9,24394.4,24576.3,24913,25051.5,23583.4,24243.2,24111.3,23829.1,24088.8,24135,24590.6,24204.3,24224.4,24318.4,24091.4,24398.2,,,,,,
Iowa,1,144118.8,144576.1,145571.2,144043,145802.3,146800.9,145883.4,147734.8,150013.6,153268.3,153783.2,154382.1,153042,152250.4,149299.1,144934.1,143995.3,144840.9,146888.2,149006.8,148155.9,150138.9,150711.8,151587.2,150024.1,150914.7,152095.5,156706.6,158196.8,160271.9,159424.2,156260.6,157953.8,156976.2,158754.6,160238.6,161833.6,166714,168976.1,168953.1,170548.1,170919.9,171492.5,171545.5,170765.2,169126.9,170998.7,170665.6,170477.2,171037,170036.8,171998.9,173235.8,174084.1,173694.9,173176.1,170447.3,171741.9,175301.6,177397.1,173979.9,159659.9,172700.1,177489.6,184430.3,182618.1,175641.3,176322.1,177421.2,177060.3,177199.1,176679.4,178947.6,,,,,,
Iowa,2,127213.7,127396.3,128376.4,126809.1,128627.5,129554,128578.1,130583.2,132925.3,136082.7,136559.8,137106.6,135638.8,134802.8,131681.6,127410,126111.4,126875.1,128900.3,130850.2,130007.6,132069,132433.4,133513.2,132084.2,133126.8,134055.8,138647.9,140307.2,142162.3,141333.9,138243.3,140001.3,138966,140748.7,142183.2,143644.7,148414.7,150699.5,150635.5,152245.5,152548.1,153158,153004.1,151984.3,150279.7,152000.5,151695.9,151530.4,152149.2,150976.6,152917.3,154210.6,154929,154530.8,154139.4,151573.7,152737.3,156333.5,158282.7,154774.4,141318.6,154073.3,158611.7,166040.8,164074.1,156856.4,157584.5,158730.1,158383.2,158440.2,157844.2,160003.2,,,,,,
Iowa,3,7948.3,8136.7,7640.1,7178.9,7906.7,8593.6,8067.9,7830.2,8469.5,8163.8,7729.2,8161.8,9808.3,9504.1,8977.6,9520.5,8890.6,9209,10098.8,10285.5,8343.5,8953.7,9129.8,8748.3,11422,10472.4,10540.3,11374.1,10354.2,11084.7,10185.7,10258.7,11607.4,12599.1,12834.8,12755.5,11519.3,12158.6,12085,11846.9,11148.5,11440,11912.1,12064.8,11964.3,12107.6,11723,10278.6,11872.1,12470.9,11374.1,11203.9,13569.6,13110.5,12283,12069.2,8053,10241.5,12812.8,16135,11561.2,5524.6,9007,14586.4,19587.4,16216.7,8564.2,5445.8,6428.8,6899.8,6730.5,5767.9,7647.8,,,,,,
Iowa,6,545.6,567.9,509.5,504.7,538.3,559.6,530.1,501.3,564,464.2,447.3,445.2,479.9,475.6,463.4,489.6,411.9,375.5,354.9,300.4,301.1,355.3,357,348.9,288.8,296.6,293,317.4,337.8,352.4,342.7,336,340.7,326.8,343.6,369.8,373.7,398,403.8,413,420.3,412.2,412.5,402.3,395.7,354,355.9,363.3,419.5,467.7,487,498,466.6,474.1,485.1,508.8,549.5,569.5,587.4,554.2,573.8,564,542.5,547.9,561,613.6,701.6,755.6,723.1,685.9,700,755.3,751.8,,,,,,
Iowa,10,2453.4,2367.5,2415.3,2424.9,2486,2773,2673.3,2648.3,2859.6,2774.9,2662.7,2614.1,3217.6,3590.8,3509.1,2994.3,2906.8,3065.4,2902.9,3198.7,2755.1,3031.4,3009.7,3124.6,2352.9,2623,2624.8,2732.4,2736.5,2681.3,2808.1,2983.3,2856.7,2833.5,2810.5,2563.7,2718.8,2600.2,2734.2,2558.3,2492.2,2552.8,2781.4,2697.9,2791.5,2805.2,2985.4,3093.6,2795.4,3041.7,2714.5,2900.2,2756.2,2973,2740.2,2882.3,2866.4,3023.9,2791.2,2960.5,3210.8,3114,3216.1,2946.3,2923.6,2951.6,2866.3,2771.3,2885.7,2904.1,2780.5,2776.1,2749.5,,,,,,
Iowa,11,6253.3,6219.1,6197,6014.9,6380.5,6145.1,5916.8,5781.6,5916.4,5910.9,5912.8,5857.1,5607.2,5709.4,6134.5,5793.7,5643.2,5535.7,5624.6,5382.3,5372.8,5478.4,5257.8,5424,5282.7,5498.9,5726,5775.3,5812.8,5916.8,5807.6,5946.9,5897.4,5844.1,6147.6,6084.4,6043.9,6352.3,6403.8,6600.1,6807.3,6702.1,6547.5,6587.7,7015,7014.4,7105.6,6996.7,6896,6395.2,6256.2,6449.6,6507.2,6460.7,6524.2,6471.8,6335.4,6393.8,6487.4,6371.5,6319.7,6146.4,6160.4,6380.3,6280.5,6447.7,6281.6,6144.2,6111.8,5770.4,5458.3,5487.5,5626.3,,,,,,
Iowa,12,27894.3,27835.6,27658.6,27982.3,30134.9,30153.1,29728.9,29838.2,29242.6,29458.5,30275.3,31128.7,30224.4,30853.4,30109.6,28772.3,25018.3,25208.1,26241.4,27576.2,27533.6,28361.4,28454.3,27888.8,26792,26947.7,26994.3,28291.1,29656.1,30362,29693.8,28562.8,29123.6,28588.1,28665.5,29208.1,30227.7,31726.3,32433.1,32714.8,32723.9,32084.2,31352.8,29929.6,29107.6,27097.1,27193.5,27034.2,27885.7,28961.7,29756.9,30503.8,30211.5,30634.4,30865.1,31271,30234.5,30266.1,31478.4,30671.9,31598.7,27825.5,31343.7,31595.9,32723.6,32302.1,31974.9,33678.5,33831.1,33311.4,33400.4,33703.7,33358.1,,,,,,
Iowa,13,14321.9,14640.9,14680.5,14994,15350.3,15459.5,15193.2,15243.4,15001.4,15149.6,15530.8,15504.9,15428.3,15115.1,14845.9,13557.8,12175.2,11493.8,11724.5,12205.7,13173.6,13962.5,14543.2,13964.2,13045.4,13166.9,13636.3,15556.4,16907.6,18420.7,18388.7,17207.2,15932.1,14711,14501.9,15176.3,16745.4,17908.5,18658.8,18465.9,18067.6,17603.1,16858.8,15968.6,15088.3,13968.2,14033.1,13999.6,15120.1,15663,16365.3,16758,16243.5,16410.1,16761.4,17141.8,17098.3,17148.6,17576.9,16820.9,18350.3,15140.9,17443.7,17413.2,18873.4,18382.4,18233.3,19200,19876,19861.5,19858.9,20200.7,19949,,,,,,
Iowa,25,13446.1,12966.8,12714.1,12684.2,14677.4,14561.1,14418.4,14479.3,14109.6,14166.3,14608.7,15612.2,14690.4,15776.7,15288.2,15321.1,12896.1,13845.8,14676,15547.5,14453.9,14465.5,13942.5,13967.3,13801.2,13832.7,13399.2,12747.4,12750.7,11927.5,11308.8,11363.7,13182.5,13885.4,14186.7,14052,13495.5,13825,13779.8,14251.6,14662.8,14488.5,14496.6,13961.2,14010.7,13119.5,13150.9,13025.2,12774,13305.2,13401.7,13756.5,13972.6,14230.1,14112.1,14139.8,13146.6,13128.2,13912.8,13857.9,13280.9,12682.1,13903.2,14187.1,13868,13935.3,13759.8,14498.5,14004.5,13522.9,13609.4,13585.1,13486.3,,,,,,
Iowa,34,8336.2,8321.2,8469.9,8618.7,8553.2,8554.4,8514.8,8507.2,8537.5,8916.8,9048.1,9213,9661.8,9714.4,9735.7,9519.5,9094.8,8809.5,8887.9,9185.9,9103.6,9428.2,9662.9,9530,9505.2,9374.3,9412,10095.1,10105.3,10323.3,10264.3,9995.5,10448.6,10217.9,10358.9,10393.1,10195.2,10461,10714.4,10694.7,10249.7,10462.1,10537.4,10506.5,10237.2,10523,10528.9,10488.9,10614.8,10323.4,10371.5,10419.4,10548.7,10281.2,10316.1,10298.5,9986.6,9841.5,10046.6,10097.4,10120.6,9772.5,10612.6,10482.4,10532.9,10588.5,10360.9,10608.3,10627.1,10359.9,10554.8,10628.9,10626.3,,,,,,
Iowa,35,8434.2,8618,8779.3,8442.1,8533.9,8607.9,8320.1,8360.8,8271.9,8166.6,8174.8,8333.5,8443.7,8408.5,8463,8359.2,8514.4,8497.6,8318.6,8492.1,8463.5,8552.6,8570.9,8539.2,8581.4,8480.7,8476.7,8624.9,8666.4,8560.5,8715.1,8644.3,8676.1,8528.1,8515.4,8486.1,8409.6,8468,8535.1,8487.9,8567.4,8788.3,8832.8,8931.1,9095.8,9206.4,9289.1,9355.8,9377.4,9376.1,9518.9,9458.2,9558.1,9463.5,9551,9442.6,9551.2,9573,9725.5,9774.1,9505,9237.3,9653.5,9803.8,9979,9514.4,9106.5,9192,9003.1,9001.3,9156.5,9419.9,9645.1,,,,,,
Iowa,36,4742.9,4876.6,5147.1,5187.6,5193.2,5302.6,5268.4,5342.6,5096.7,5502.4,5174.1,5366.2,5131,5205.7,5163.9,4962.7,4831.2,4840.1,4823.3,4899.1,4875.2,4968.2,5096,5230.4,4967.8,5059,5046.1,5106.8,5110.6,5105,5107.5,5140.4,5107.1,5037.3,5055.9,5093.8,5127.2,5166.8,5337.1,5273.7,5203.2,5234.1,5262.4,5188.8,5014.2,5111.9,5115.9,5205.7,5242.7,5318.6,5324.7,5397.1,5419.3,5338.1,5336.3,5305,5171.5,5161.2,5273.9,5292.2,5299,4447.5,5217.7,5204.1,5278.3,4955.5,5040.2,5137.5,4796.3,4790.2,4871.8,4929.1,4950.4,,,,,,
Iowa,45,3793,3780.2,3944.4,3822,3782.1,4039.1,4324.3,4090.6,4292.6,4370.4,4453.7,4591.7,4485,4697.3,4628.7,4678.3,4790.5,4723,4689.1,4881.7,4886.1,4889.8,4865.5,4972.7,4595.3,4792.1,4786.6,4985.9,4519.6,4510,4466.1,4281.4,4547,4454.9,4584.4,4401.1,4593.5,4498.8,4494.5,4526.2,4719.3,4657.5,4803.2,4998.8,4677.7,4765.4,4840,4713.1,4816.1,4944.2,4994.6,4892.7,5059.8,5037.4,5170.5,5218.8,5245.5,5235.5,5267.7,5388.5,4967.1,5098.8,4976,5212.1,5252.2,5393.3,5378.2,5587,5598.1,5633.5,5778.9,5810.5,5925.8,,,,,,
Iowa,51,17573.6,17463.1,17902.9,16823.6,15606.9,15195.7,15454.3,17235.9,18780.3,20510.5,20409.2,18943,16763,14665.5,12327.3,10166.9,13749.8,14852.3,15193.1,14956.4,15598,14816.9,14627.1,15741.1,14697.3,15373.7,15880.5,16381.8,17585.5,17413.4,17950,16099.5,15142.7,14445,14806.8,16063.9,17494.2,19388.1,19924,20035,21796.9,22170.2,22418.1,23523.1,22801.1,22952.4,24313.1,24810.9,23045,22288,21662.4,21945.1,21784.8,22224.5,22179.7,21340.2,22329.9,22062.7,22162.4,22968.6,22484.6,22940.9,23545.2,23894.8,24866.4,25083.5,25112,25641.3,25614,25925,25804.2,25336.9,24983.2,,,,,,
Iowa,56,13456.1,13606.4,13595.2,13533.5,13208.4,13476.9,13484.3,13867.1,14086,14436.3,14704.1,14841.7,14493.4,14389,14129.1,14098.4,14414.6,14279.3,14461.6,14584.1,14776.1,15200.6,15325.1,15628.2,15498.2,15770.5,15882.9,16251.6,16207.8,16415.4,16542.7,16420.6,16842.9,16842.6,17116.7,17100.8,16856.4,16810.6,16813.2,16726.6,16704,16701.4,16680.5,16623,16735.4,16675.1,16646.7,16542.7,16556.7,16637,16531,16553.9,16407,16438.4,16406.7,16495.9,16521.1,16510.5,16590.4,16409.3,16103.5,15697.4,15999.3,15877.5,15979.9,16047.1,16077.8,16167.7,16207.1,16046.7,16053.9,15852.2,15746.8,,,,,,
Iowa,60,3784.5,3754.9,3769.1,3778.3,3771.9,3838.2,3835.3,3871,3937.9,4017,4088.6,4207.4,4222.8,4400,4513,4516.7,4440.8,4294,4348,4321.9,4398.4,4435.9,4544.3,4545.7,4603.3,4641.7,4660.8,4753.7,4856,4963.5,4982.6,4938.2,4953.9,4932.7,4958.2,5093.1,5036.9,5119.2,5242.6,5264.6,5290.7,5329.6,5464.4,5466.1,5631,5705.6,5702.7,5742.3,5844.7,5860,5922,5968.8,6097.3,6185.3,6197.3,6217.9,6174.3,6146.5,6280.2,6254.2,6434.3,6011,6388.2,6280.8,6549.3,6636.1,6724.4,6825.2,7033.6,7098.7,7166.6,7277.9,7410.7,,,,,,
Iowa,64,1312.9,1301.9,1323.6,1384.3,1383.4,1387.4,1394.5,1384.1,1385.9,1485.7,1409.2,1389.3,1334,1389.3,1406.7,1447.9,1399.8,1334.8,1394.7,1338.9,1408.1,1382,1368.1,1336.6,1491.2,1508.6,1503.6,1557.1,1642.1,1691.6,1713.6,1904.4,1670.8,1705.6,1799.5,1867.1,1915.3,2016.9,2067.4,2019.6,2133.5,2097.1,2169.5,2214.9,2295.3,2109.2,2104.1,2175.9,2255,2197.7,2173.9,2297,2219,2335.4,2390.6,2458.4,2577.7,2596.3,2636.4,2696.6,2715.4,2886.7,2930.6,3120.2,3324.7,3375.6,3462.8,3615.4,3678,3724.2,3713.5,3814.6,3753.1,,,,,,
Iowa,65,2511.4,2518.8,2536.4,2543.4,2630.1,2629.3,2610.1,2639.9,2746.3,2846.1,2936.4,2999.3,2976.1,2961.2,3028.9,2952,2884.8,2831.3,2799,2823.7,3002.2,3080.9,3093.5,3167.3,3085.2,3100.6,3139,3136.4,3274.7,3262.9,3251.7,3213.7,3228.2,3187.9,3233.8,3270.6,3279.7,3321.5,3324.4,3292.6,3253.6,3275.1,3270.8,3165.7,3130.8,3112.1,3138,3222.9,3205,3237.3,3272.4,3398.2,3402.1,3422.4,3441.6,3481.8,3441.3,3424.3,3454.8,3454.5,3447.3,3113.7,3415.8,3456,3645,3686.6,3803.4,4012.5,4196.5,4159.5,4137.7,4146.7,4165.8,,,,,,
Iowa,69,1475.4,1453.6,1457.8,1434.1,1491.6,1477.2,1462.9,1463.7,1434.1,1437.5,1468.4,1492.1,1500.8,1531.9,1594,1566.7,1680.5,1659.8,1653.4,1649,1672.5,1664.8,1671.9,1663.7,1665.6,1631.3,1637.9,1634.9,1644,1672.9,1644.4,1617.2,1580.3,1565.1,1562,1590.1,1592.6,1583.7,1578,1561,1533.8,1515,1516.7,1533.7,1681.9,1668.8,1669.6,1631.2,1590.2,1556.3,1538.3,1546.2,1570.5,1569,1567.3,1570.3,1581.1,1583.2,1570.3,1529.2,1466.5,1279,1361.7,1301.1,1366.9,1377.7,1406.4,1432.6,1456.4,1448.1,1470.7,1513.9,1526.8,,,,,,
Iowa,70,9032.6,9060.1,9275.1,9382,9419.5,9459.8,9431,9462.6,9286.7,9375.5,9424.1,9506.5,9701.6,9863.9,10038.3,10232.7,10030.9,10083.1,10105,10068.6,9921.3,10012.4,9947.2,10058.6,9946.6,10117.1,10101.9,10226.3,10241,10325.4,10333.3,10381.2,10410.5,10318.5,10449.3,10302.8,10529,10565.5,10697.9,10631,10962.4,10909.7,11079.7,11091.1,11271,11191.4,11206.5,11358.3,11207,11479.7,11190,11408.7,11423.9,11563.6,11406.9,11385.8,11498.2,11525.3,11577.6,11537.8,11521.2,10013.4,11558,11792.7,11613.9,11576.3,11484,11727.6,11789.1,11854.5,11973.7,12115,12306.5,,,,,,
Iowa,76,875.5,850.9,877,875.7,1032.1,1034.8,982.9,951.2,1157.5,1106.3,1114.1,1090.3,1122.2,1105.9,1131.9,1142.6,1152.3,1129.7,1128.8,1071.5,1181.3,1152.1,1163.6,1169.7,1180,1229.2,1149.4,1200.6,1179.4,1134.1,1109,1114,1018.9,1059.3,1042.7,1052.6,1106.1,1071.3,1061.8,1038.5,1008.1,992.1,1026.9,1053.4,992.7,1004.3,979.3,1018.2,981.4,1031.1,1045.3,1076.2,1088.3,1110.5,1084.8,1042.7,1135.7,1123.6,1114.2,1148.8,1098.9,568.2,808.3,861.2,934.6,1004.5,1129.4,1187.3,1099.7,1136.7,1241.6,1267,1296.1,,,,,,
Iowa,79,3155.9,3120.8,3101.5,3129.4,3168,3118,3132.2,3140.1,3085.6,3133.4,3129.6,3169.4,3115,3107.2,3097.4,3056.4,2968.3,2940,2911.7,2841,2936.7,2937.3,2984.7,2955.3,3069.5,3106.9,3100.3,3135.9,3181.8,3241.1,3249.3,3290.9,3439.7,3372.3,3357,3408.9,3423.8,3456.8,3488.9,3546.8,3569.6,3624.9,3629.2,3616.3,3693.4,3639.2,3630.5,3643.5,3645.5,3605.3,3601.6,3582.4,3546.1,3527.5,3523.7,3578.3,3553,3542.5,3625.2,3617.7,3357.7,2231.9,3206,3028.6,3303.1,3573.3,3605.3,3610.5,3680.9,3748.6,3732.4,3725.3,3782.5,,,,,,
Iowa,82,3434.2,3402,3427.3,3424.5,3440.6,3415.6,3392.2,3357.2,3344.5,3370.3,3348.4,3337.8,3255.7,3267.5,3269.9,3289.7,3246.7,3185.8,3163,3128.3,3109.3,3126.2,3123.4,3144,3087.5,3086.5,3077.4,3045.1,3165.7,3137.8,3168.3,3150.3,3103.9,3069.7,3111.2,3110.1,3109.2,3159.2,3233.1,3214.9,3242.4,3226.7,3236.1,3282.8,3323.9,3268.1,3264,3210.8,3195.9,3164.6,3176.9,3226.7,3251.3,3260.5,3254.4,3272.5,3253.1,3315.9,3317.8,3338.6,3273.8,2765.2,3119.2,3186.3,3105.2,3118.4,3187.6,3230.3,3271.8,3260.5,3270,3278.4,3235.5,,,,,,
Iowa,83,16898.3,17188.4,17197.6,17248.2,17175.2,17244.4,17308.6,17140.9,17066.5,17154.9,17192.7,17245.8,17380.9,17428.2,17605.1,17515.2,17874.4,17953.9,17976,18144.8,18136,18063.2,18268.8,18071.2,17936.2,17786.5,18037.6,18058.4,17890.1,18109.7,18090.1,18017.1,17951.9,18007.9,18006.3,18058,18192,18314.7,18300.1,18340.1,18334.8,18403.3,18371.5,18568.8,18791,18844.6,18998.5,18969.8,18947,18893.9,19051.9,19083.5,19037.9,19165.8,19171.7,19049.1,18876.7,19008.4,18999.6,19150.8,19211.8,18288.4,18668.1,18934.8,18547.7,18667.9,18837.2,18794.8,18756.5,18741.6,18821.6,18894.7,19007.6,,,,,,
Iowa,84,1842.3,1850.4,1852.2,1875,1862,1888.7,1865,1855.8,1848,1820.6,1809.1,1745.8,1715.8,1679.5,1676.1,1679.6,1714.5,1761.2,1768.3,1796.7,1915.8,1858.9,1931.4,1927.3,1874.2,1822.1,1780,1791.3,1809.7,1819.4,1790.2,1728.8,1665.6,1607.7,1576.5,1580.2,1626.4,1676.3,1714.3,1742.2,1775.5,1794.7,1815.1,1843.5,1869.7,1885.9,1905.3,1917.7,1926.6,1940.4,1962.8,1972.9,2006.5,2020.9,2034.5,2039.1,2010.9,2057.4,2057.9,2063.1,2089.3,2086.4,2139.5,2071.8,2015.7,1971.1,1934.7,1899.3,1898.5,1888.3,1874.4,1889,1899.8,,,,,,
Iowa,85,763.6,765,764.7,771,720.7,689.5,665.3,632.1,603.6,602.7,653.2,705,708.4,672.3,700.2,716.4,754.5,780.6,784.5,794.1,805.7,808.1,805.9,829.1,808.8,822.2,829.6,842,816,842.5,854.4,858.7,859.6,864.8,876.5,872.6,862.7,858.4,862.2,869.4,834.6,841.7,845.8,830.2,836.8,827.2,816.5,804,768.5,791.5,817.6,835.7,816.9,822,833.7,847.7,831.4,883.5,896.3,905.4,917.3,949.5,953.7,967.6,1017.1,1033.9,1059,1035.1,1018.9,1023.5,1003.1,1009.3,1031.8,,,,,,
