GeoName,LineCode,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,,,,,,
Michigan,79,11224.3,11211.2,11257.9,11130.6,11076.7,10870.8,10775.8,10887.3,11271.5,11265.2,11202.9,11139.7,10720.8,10718.5,10727.5,10363.7,9914.3,9841.8,9776,9678.2,9866.2,9892,10029.8,10006.4,10317.6,10536.7,10605.5,10787.3,11200,11302.2,11193.7,11392.7,11547.3,11397,11331.2,11425,11284.4,11413.1,11543.4,11552.6,11744.6,11740.4,11838.6,11913.2,11909.2,11985.4,11993.9,12029.3,12379.4,12294.1,12306.5,12133.1,12500.5,12396.5,12474.5,12572.9,12336.7,12171,12180.8,11719.1,10604.6,5814.3,9209,8191.1,9013.4,10960.6,11782.5,11577.9,11650.6,11693,11688.7,11474.8,11753,,,,,,
Michigan,82,12086.1,12135.3,12118.9,12027.4,12017.9,11945.7,11760,11614.8,11510.2,11422.3,11290.5,11052.7,10957.2,10748.1,10586.1,10639.2,10266,10106.7,9936,9874.2,9882.6,9988.5,10005.6,9951.8,9694,9736.1,9681.3,9703.8,9784.4,9808.5,9854.2,9822.1,9665,9526.1,9517.1,9639.4,9485.4,9796.1,9820.7,10019.9,9834.5,9831.1,9903.9,9827.8,9771.1,9803.7,9751.7,9843.2,9769.4,9751.7,9787.3,9887.4,9977.8,10076.4,10043.2,10029.7,9935,9923.1,9998.4,9965,9648.1,7503,9030.9,9095.4,9072.9,9459.7,9623.1,9583.6,9878.5,9893,9944.1,9733.6,9659.3,,,,,,
Michigan,83,55596,55588.8,55122,55391.8,54448.2,54383.2,53709.8,53692.1,52726,53073.9,52624.2,52297.5,52895,53364.4,53056,51774.8,51581.8,51635.8,51646.3,52062.9,52009.9,52246.7,51661.4,51438.1,50265.3,49971.3,49809.7,49339.5,49960.3,47801.8,48526.4,48129.3,48402.9,47549.2,47253,46620.4,45913.9,46364.2,46529.8,46560.3,47059.1,46746.3,46681.3,46305.8,45713,46234.5,46115.5,46589.4,46435,46639.9,46636.1,46779.3,45839.7,46226.6,46099.5,46073.2,45843.1,46365.2,46858.2,47679.6,47515.1,44911.1,45786.8,45829.4,45028.8,45891.3,46912.9,46000.1,46669.7,46888.5,46972.4,47277,47692.2,,,,,,
Michigan,84,6673,6605.4,6562,6608.1,6576.6,6587.8,6587.9,6576.5,6545.7,6544.7,6581,6566.2,6573.3,6532.1,6483.3,6373.1,6366.8,6613.9,6527.3,6627.1,6813.6,6749.6,6855.2,6842.4,6792.8,6731.3,6670.5,6716.5,6721.6,6757.3,6772.9,6733.8,6718.9,6729.3,6605.7,6572.9,6636,6644.4,6670.1,6717.1,6836,6868.2,6886.4,6925.4,6963.3,6958.6,6990.1,7027.6,7016.7,7145.3,7231.9,7227.7,7143.3,7211.5,7270.7,7219.1,7031.9,7204.7,7284.9,7319.6,7204,7408.7,7833.2,7526,7426.7,7485.6,7566.2,7551.6,7673,7687.3,7655.4,7740.7,7860.7,,,,,,
Michigan,85,1674,1635.6,1616.7,1624.6,1522,1591.3,1607.8,1607.7,1623.6,1563.8,1568.8,1581.4,1621.7,1635.1,1660.8,1659.9,1707.7,1717.4,1727.8,1739.8,1727,1725.5,1722.8,1729.5,1670.3,1677.6,1698.6,1655.6,1611.1,1634.2,1648.1,1654.6,1647.5,1644.7,1650.6,1628.2,1587.5,1582.5,1651,1684.7,1609.8,1605.8,1602.4,1602.4,1599.6,1609.2,1605.9,1597.1,1530.4,1535.6,1536,1524,1466.3,1455.8,1444.3,1491.9,1429.8,1467.7,1471.5,1466.3,1455.6,1500,1502.1,1509.9,1561.7,1573.2,1543.4,1530.7,1569,1692.6,1608.4,1589.6,1565.6,,,,,,
Michigan,86,47270.1,47373.6,46968.6,47184,46373.9,46224.2,45529.1,45523.3,44567.6,44980,44485.1,44159.1,44710.9,45210.9,44924.8,43752.4,43516.5,43311,43398.1,43702.5,43473.6,43777.5,43087.2,42869.7,41804.3,41564.4,41442.6,40967.7,41629.7,39409.3,40104.7,39740.5,40035.2,39178.9,38998.2,38423,37699.1,38143.2,38217.1,38169.9,38622.5,38285.7,38207.3,37798.2,37177.7,37689.6,37545.3,37987.7,37908.1,37984.3,37898.1,38055.2,37259,37587.6,37417,37394.9,37404.2,37721.3,38128.8,38910.8,38862.9,36066.6,36537.8,36854,36109.8,36894.9,37854.8,36980.9,37493.9,37582.9,37771.9,38010.8,38331.9,,,,,,
Minnesota,1,281852.6,283117,288035.3,285542.9,285415.2,287334.2,282496.4,282282,282063,286921.1,286994.2,289218.5,289988,289875.2,292005.2,281814.2,276441.7,275939.2,276599.7,280995.8,280242.7,284438.3,288558.8,295320.7,290670.7,295739.8,293239.9,295482.2,297973.3,298056.9,299165.6,298117.4,301068.7,302988.7,308266.3,309622,309035.2,313840.3,317541,315948.9,318594.9,317362.4,318761.2,320934.4,320479.4,321655.3,326836.3,327150.2,328947.8,327108.3,325164.4,328712.3,332970.5,336235.3,338978.6,339384.7,337487.5,339308.7,342364.7,343067.7,337282.4,309700.2,331040.1,335935.5,339113.7,348488.9,346693.2,350521.5,349908,348770.4,350741.2,351838.6,353719.6,,,,,,
Minnesota,2,250754.1,251722.3,256476.9,254142.9,253808.2,256227,251149.3,251267.9,251276.7,256149.4,256278.7,258616.2,258714.1,258432.4,260437.7,250987.5,245597.9,245170.6,245708.2,249692.3,249548.6,253774.2,257200.3,264182.7,260461.8,265585.6,263184.1,265172.3,268129.5,267943.6,269186.7,268059.1,271074.3,272803.5,278385.3,279800.9,279417.2,284000.1,287869.4,286035,288732,286954.5,288816.5,290345.9,290555,291403.3,296123.4,297034,298552.6,297128.1,295166.2,298619.7,302897,305713.2,308292.4,308830.5,306557.3,307798,310434.6,311210,305210.4,279630.6,300137,304686.1,309493.3,317818.1,316014.7,319428,319806.5,318967.1,320846.3,321685.5,323320.5,,,,,,
Minnesota,3,6508.1,6647.5,6513.1,6466.2,6988.8,7738.3,7434,7322.6,6028.6,5998,5722.2,6007.8,7689,7646.5,7721.7,8270.5,6750.5,6864.6,7572.7,7484.9,7180.8,7484.8,7567.1,7411.1,7411.4,7060.5,6879.8,7119.2,7919.7,8557,9380.1,8943.9,8035.3,8674.5,9057.2,7945.1,7671.4,7874.9,7719.3,7787.7,7142.2,7447.4,8161.6,8978.7,7382.3,7892.8,7849,7129.4,8992.6,8027.4,7217,6987.9,6441.9,7540.1,7770.5,8309,6529.7,7130.8,7062.2,6309.4,9020.3,7560.5,7380.8,7448.4,6363,8214.5,8419.4,7574.5,8490.9,8871.7,8537.8,7680.6,9243.7,,,,,,
Minnesota,6,1953.7,2087.6,1718.6,1745.5,2002.6,2070.1,1964.6,1858,1722.4,1600.5,1539.8,1544,1741.9,1808,1946.3,1991.3,1602.3,1011.8,1059.4,1436.3,1969.6,2744.8,3205.8,3244.7,3468.1,3475.4,3314.7,3420.2,3042.6,3102.6,2838.8,2674.3,2756.2,2635.1,2828.8,3116.4,3060.6,3034.6,2682.1,2050.3,1124.9,519.5,450.3,829.9,1505.6,1871.3,2109.1,2024,1831.6,1759.4,1709.2,1675.2,1660,1840.5,1943.1,2376,2400.2,2383.5,2516.5,2448.3,2676.9,2125.7,2007.6,1809,2068,2213.2,2236.2,2358.7,2090.5,2022.8,2084,2156,2182.3,,,,,,
Minnesota,10,3270.7,3537,3438.5,3555.5,3283.6,3624.8,3693.1,3608.5,3573.1,3717.3,3750.1,3776.2,3948.4,4104.4,4303,3760.6,3304.3,3732.9,3996.3,4091.8,4330.7,4247.5,4401,4572.7,4475.8,4830.9,4761,4945.7,4772.8,4816.7,4732.1,4825.6,4945.9,5197.4,4997.3,5186.2,4727.4,4672.8,4786.2,4825.3,4280.4,4766.2,4682.8,4581.9,4707.5,4766.8,5118.1,5052,4817.8,4873.6,4781.9,4834.5,4817.7,4781.7,4627.2,4615.3,4550.8,4789.2,4681.3,4957.9,5013,4898.5,4932.2,4984.1,4649.3,4797.8,4709.9,4627.4,4504.8,4586.6,4400.1,4378.8,4373.8,,,,,,
Minnesota,11,15973.9,15410.1,15412.5,14881.8,14811.2,14724.2,14039.5,13635.5,13929.2,14077.4,13768.3,13270.4,12597.2,12276.2,12263.4,11110.6,10312.5,10175.7,10118.3,10069.9,9778.8,9331.3,9164.4,9107,9460.2,9392.3,9506.1,9580.6,9889.1,10063.1,9928.1,9906,10222.8,10385.4,10708.3,10816.3,10722.7,10847.1,11073.5,11164.1,11576.6,11716.7,11836.9,11887.8,12180,12076.8,12008.8,12239.3,12715.3,12615.1,12513.5,12760.1,12659.6,12447.2,12768.9,12790,12543.3,13131.4,13246,13058.5,12529.9,12220.5,12261.1,12662.2,13674.2,13301.1,13092.4,12478.7,12240.9,11544.1,11044.3,10875.3,11038.4,,,,,,
Minnesota,12,37415.1,38570.9,39773.4,40542.7,40094.6,40588.9,38970,39445.3,37962.1,38269.8,38887.1,39832.3,39701.8,41815.6,41678,39885.4,37511.8,38491.3,38272.3,39430.8,38304.7,39670.1,41164.6,42475.2,41169.9,43018.6,42605.3,43126.1,43629.1,42600.8,42189.8,41624.3,43176.2,43792.9,44771.1,45111.4,45866.4,47345.4,48198.1,47629.1,48196.5,46469.2,47403.7,46925.6,47589.6,47117,47563.3,47291.3,46505.7,46599.4,46329.7,48058.5,48472.9,49400,49066.7,49342.4,47586,47636.7,48577.9,48538.3,46523.6,41922.2,46243.9,47405.8,48554.1,49252.8,48904.4,49914.6,49205.6,48562,48560.4,49224,48449.5,,,,,,
Minnesota,13,20034,20781.1,21423.1,22053.7,21693,22180.4,21284.2,21300.5,20929.6,21091.9,21588.7,21942.8,22279.8,23504.2,23881.2,22882.6,20910.6,20670.1,20178.3,21085,21335.4,23011.2,24753.2,25479.8,24159.1,25637.1,25222.8,25550.6,25549.6,25441.7,25595.6,25964.5,26853.3,27374.7,28164.4,28331.4,28297.3,28880.9,29648.1,29106.4,29807.9,28933,29683.5,29730.8,29545.9,29128.9,29382.6,29580.8,29304.4,29126.1,29046.6,30028.9,29790.8,30119,29969.1,30263.3,29777.6,29887.7,30256.3,30111.7,29190.4,25796.5,28661,29305.8,30567.5,31036.8,30341.9,31290.9,31006.8,30982.2,30989.2,31613.7,31056.6,,,,,,
Minnesota,25,17921.9,18276,18854.6,18904.5,18864.5,18790.1,18058.8,18616.4,17325.3,17477.4,17552.5,18203,17604.2,18489.3,17859.4,17056.6,16804.2,18234.2,18601.5,18793.8,17201.1,16719.2,16340.3,16942.4,17026.4,17383.8,17396,17587.7,18092.5,17154.7,16585,15660.3,16315.6,16400.8,16573.9,16748.1,17562.3,18476.2,18551.7,18533.8,18380.4,17517.5,17692.4,17147.5,18037.3,17990.5,18183.9,17676.4,17151.8,17446,17253.1,18006.5,18674.8,19279.8,19095.3,19071.6,17775.2,17708.3,18293.6,18407.4,17285.6,16137.8,17571.8,18100.5,17944.9,18175.2,18527.2,18594.6,18176.2,17585.4,17577.5,17631.4,17408.8,,,,,,
Minnesota,34,21387.3,20779.2,21138.2,21304.4,21953.1,21816.2,21940.1,21658.7,21737.4,22500.1,22302.2,22537.8,23061,22211.1,22434,21084.5,20331.9,19749.1,19569.3,20700.6,21102.9,21187,22029.9,21760.5,22127.1,22594.4,22162.1,23000,22492.4,23307.5,23487.5,23196.7,23693.3,23072,23870,24255.9,23549.5,24151.8,24837,24743,25056.5,24734.1,24943.4,24877.5,24415.6,24098.8,24415.9,24360.9,24373.4,24971.4,23913.1,24065.3,25243.4,24598.7,24699.7,24738.7,24096.6,23417,23847.7,23927.1,24050.8,21837.6,23889.5,24531.9,25246.7,24874.2,24440.8,25073.3,25105.4,24503.9,25139.5,25271.5,24972.8,,,,,,
Minnesota,35,16343,16771.7,17314.7,16674.8,16643,16682.4,16048.7,16140.9,15776.8,15583.7,15467.1,15831.7,15642.6,15745.2,15411.3,14980.9,14985.6,14763.1,14599.4,15146.6,15329.5,15722,15700.2,15783.8,15463.1,15665,15495.2,15624.3,15348.3,15090.5,15604.4,15729.2,16549.3,16616.3,16729.4,16704.4,16673.2,16621.3,16666.1,16629.3,16832.8,17147.3,17352.3,17434.5,17623.2,17873.5,18270.2,18374.9,18402.4,18544.8,18893.1,18875.1,19054.5,19126.2,19338.9,19296.8,18981.3,19259.8,19480.2,19392.3,18547.9,17172.7,18760.6,18671.1,19546,18440.3,17818.8,17932.5,17168.6,17233.6,17520,17944.5,18389.5,,,,,,
Minnesota,36,8601.9,8656.4,9124.9,8738.7,8530.7,8556.5,8568,8537.7,8529.4,9627.3,8568.3,8583.9,8900.5,8433.8,8394.2,9612.9,8023.4,8078.1,8109.8,8095.5,8227.7,8302.6,8550.2,8580.9,8791.1,8757.4,8661.5,8586.5,8709,8491.1,8475.2,8541,8745.9,8788,8808.2,8922,8741.6,8698.1,8875.6,9051.4,8904.3,9166.9,9308.2,9160.5,9425.3,9227,9177.6,9586.7,9858.6,9859.7,9988.5,10034.6,10114,10032.8,10118.8,10141.7,10152.2,10115.7,10132.4,9901.1,9544.9,7070.2,8219.7,8103.5,8445.4,8642,8984.9,9138.4,9055.4,9027.5,9237.4,9413.7,9464.5,,,,,,
Minnesota,45,9245.2,9416.7,9726.9,9219.9,9025.5,9539.2,9345.8,9963.4,10217.2,10123,10336,10608.5,10487.4,10902.2,11489.8,10810.3,10483.2,10549.2,10541.8,11135.9,10793.7,11174.7,11083.1,11879.9,11315.8,11576.4,11990.2,11077.4,11239.1,11408.6,11219.7,10915.8,11948.7,11867.6,12052.8,11854.9,12011.2,12079.3,12163.1,12102.8,13025.4,12424.7,12572.8,12832.5,12498.6,12540.1,13151.7,13121.9,12810.4,13141.3,12919.3,13143.5,13262,13371.9,13323,13498.2,14604.6,14592.5,14499,14313.9,15203.4,14851.6,15444.1,15552.6,15051.3,16054.4,15891,16513.7,17245.5,17213.6,17822,18487.1,18760.2,,,,,,
Minnesota,51,23782.2,24271.5,24659.2,23953.2,23717.9,22486.9,22756.6,22399.8,22533.2,23350.4,22654.4,21625.1,19678.5,19848.3,18726.4,15778.1,21410.1,22890.6,23016.7,22089.1,21810.5,20966.5,20779,21990.6,21875.2,22089.8,21684.5,21772.2,23148.1,22624.7,22497.5,23039.8,20813.8,22401.5,23058,23608.9,24225.1,25191.2,24821.6,24872.8,25592.2,25128.9,24899.4,25307.3,24359.4,25760.3,26737.6,26889.1,25322.6,24292.3,23738.6,23670.9,24783.2,25454.2,26075.6,25114.2,25808.6,25438.3,25353.2,27031.6,25127.9,25869.7,26688.5,27148.3,27032.8,28846.3,27814.2,27818.1,28688.6,28092.6,27831.7,27478.6,26838.8,,,,,,
Minnesota,56,32672.3,33050.8,33497.1,33301.2,32147.9,33718.4,32330.9,33079.7,34136.9,34944.7,36273.1,36590,35399.6,35304.2,34676.1,34443.9,34064.8,33777.5,34010.3,34246,34246.7,34996.7,34962.3,35792.1,34872.9,36008.8,35912.1,36474.8,36937.7,36689.7,37178.5,36499.8,37086.3,37131.6,37596.1,37601.6,37678.2,37560.9,37737.1,37583.7,37963.5,37475.6,37279.7,37166.8,35297.9,35943.4,35733.2,35771.2,35902.2,36378.3,36384.2,36594.4,36951,37301,37536.5,37682.2,37728,37750.9,38012.4,37759.9,37442,36561.5,37211,36949.4,37619.7,37618.6,37919.4,38641.5,38681.9,38756.3,39028.4,38735.3,38892.4,,,,,,
Minnesota,60,15895.8,15625.5,15428.6,15522,16044.2,15721.7,15685.8,15713.5,16392.8,16232.3,16531.7,17124.4,17261,17466,17968.3,17715.2,17066.9,16545.4,16349.7,16135.8,16478.1,16529.9,16925.1,17033.4,17271.1,17871.2,17621.3,17857.7,18009.4,18185.3,18202.2,17974.2,18855.4,18284.7,19170.7,19065,19012.2,19851.4,20465.7,20753.4,20218.9,20745,21472,21387.2,23354.9,23016,23131.5,23288.9,23492.2,23403.1,23091,23747.5,24352.3,24858.7,24583.9,24825.1,24726.9,24146,24794.4,24765.9,24828.1,23089.2,24360,24109,25071.4,26134.8,26606.6,26877.8,27717.2,28109.9,28702.8,29146.9,29283.9,,,,,,
Minnesota,64,11306.9,9735.1,10492.7,10027.5,9863.7,10236.1,10015.8,9773.6,9316.4,10528.3,10163.8,10622.8,12716.3,10800,12352.2,10972.8,9497.2,8727.6,9385.1,10170.3,10454.9,11006.3,10974.2,11789.2,11788.1,11246.4,10584.7,10610.1,10923,10867.5,11505.4,11892,11685.3,11102.9,11933.3,12026.1,12045.3,11813.7,13020.3,12527.2,12900.1,12809,11740.6,12184.8,12795.1,11727,12588.1,12667.3,13470.8,12959.7,13292.8,13978.1,13756.8,13636.7,14610.8,14429.3,16212.4,16491.4,15589.2,15990.4,15113.9,15768.5,16318.6,17448.4,18016.8,17590.9,17853.9,17898.5,18525.3,18896.1,19123.9,19448.8,19105.8,,,,,,
Minnesota,65,6040.2,6145,6165.6,6156.6,6333.7,6288.9,6199,6191.3,6522.9,6662.5,6774.7,6875.8,6810.9,6818.3,6908.1,6652.6,6369.3,6153.5,6086.6,6188.8,6549.1,6771.3,6809.6,6839.5,7020.5,7078.9,7078.7,7077.4,7016.8,7057,7011.9,7009.9,6897.8,6931.1,7049.9,7134.5,7220.7,7259.7,7396.5,7293.8,7362.6,7461.2,7494.3,7366.9,7466.4,7525.2,7762.6,7973.8,8533.9,8025.9,8128.1,8100.1,7995.7,8084.4,8173.8,8224.5,8146.2,8316,8310.8,8271,8044.1,7010.4,7705,8098,8327.6,8695.4,8843.9,9090,9065.7,9226.3,9270.6,9269.9,9222.4,,,,,,
Minnesota,69,2735.9,2692.6,2780.1,2811.6,2813.1,2851.8,2820.7,2822.6,2856,2915.9,2962.2,3046.3,3081.3,3117.4,3209.1,3290,3438.2,3451.8,3415.2,3441.3,3470.3,3523.9,3568.7,3553.7,3635,3557.6,3533.4,3478.7,3480,3501.5,3431.2,3406.2,3324.3,3284.1,3313.3,3299.2,3291,3302.7,3300,3258.5,3223,3221.2,3224.4,3309.8,3296.1,3307.9,3367.2,3347.7,3392.5,3341.5,3277.9,3277.5,3304.9,3402,3372.3,3418.1,3474,3420,3434,3344.8,3278.7,2833.4,2968.1,2928.6,2902.9,3023.1,3125.3,3198.6,3166.8,3169.7,3211.7,3181.5,3107.3,,,,,,
Minnesota,70,21463.7,21674.8,22212.1,22286.1,23004.9,23046.5,23310,23090.4,23478.8,23507.3,23880.4,24355,24172.9,24514.6,25216,25181,25442.2,25329.7,25137.9,25104.8,24849,25256.1,25404,27152.4,25329.8,25967.2,25944.3,26233.6,26347.9,26445.3,26431.4,26705,26858.2,27138.1,26873.5,27550.3,27141.1,27767.7,28043.2,27782.2,28830.9,28790.8,29230,29355.9,30139.7,30035.1,30390.6,30541.8,31159.7,31319.7,31601.2,31595.1,32440.4,32564.9,33028.3,33050.9,32269.2,32991.4,33804.1,33675.1,32737.3,29328.8,32354.4,34188.1,32971.1,34583.9,33584.1,34607.6,33657.3,34036.6,34552.3,34826.8,35467.7,,,,,,
Minnesota,76,2045.2,2083.8,2117.1,2108.3,2188.5,2552.6,2202.5,2060.4,2159.5,2168.2,2245,2202.6,2271.5,2225.5,2265.4,2522.9,2241.3,2189.4,2096.4,2206.5,2309.7,2286.8,2335.9,2432.5,2204.7,2479.1,2557.6,2452.9,2344.7,2376.1,2295.6,2216.5,2496.3,2481.4,2444,2447.2,2735.2,2703.3,2684.9,2576.2,2657.4,2731.7,2742.2,2895.3,2670.9,2826.9,2883.6,3020,3023.5,2974.6,3231.3,3176.2,3068,3165.5,3169,3258.5,2858.3,2825.8,2951.9,3059.8,2995.4,1425.8,2043.5,2118.7,2457.8,2603.3,2665.1,2813,2903.8,3045.7,3179.2,3376.2,3431.2,,,,,,
Minnesota,79,6884.7,6951.5,7093.6,7042.9,7033,6914.2,6849.3,6844.9,6966.4,6935.3,6884.7,6916.3,6767.2,6672.5,6708.4,6516.8,6269.2,6176.5,6181.2,6250.9,6228.9,6443,6478.8,6503.5,6523.7,6660,6667.6,6567.8,6695,6613.3,6636.8,6803.6,6928.1,6869.4,6935,6878.1,6785.8,6808.6,6898,6817.3,6980.8,7104.2,7146.8,7312.1,7234,7258.3,7311.5,7432.2,7553.9,7489.3,7438.8,7374.2,7347.6,7353,7339.1,7484.2,7295.1,7510.3,7545.7,7369.8,7069.8,3918.7,5910.1,5269.5,5860.3,7327.8,7587.9,7553.9,7354.5,7471.3,7493.1,7400.3,7566.4,,,,,,
Minnesota,82,7479.1,7473.9,7530.1,7482.3,7431.5,7397.2,7289.2,7230.2,7137.4,7087.5,7154.4,6997.1,6955.2,6862.6,6907.1,6733.1,6566.9,6472.9,6346.5,6334.7,6124.9,6196.7,6247,6283.5,6282.4,6235.5,6194.4,6126.8,6188.5,6148,6144.9,6144.6,6123.7,6150,6195.8,6256.3,6256.8,6400.9,6502,6433.9,6416.8,6455.3,6399.2,6383.1,6347.2,6359.1,6433,6369.1,6501.1,6486.4,6429.2,6466.1,6642.6,6593,6593,6572.3,6493.5,6582.5,6649.2,6628.4,6546.7,5080.1,6051.4,6114.2,6039.6,6279.8,6448.6,6514.7,6590.2,6606.3,6642.1,6549.6,6512.2,,,,,,
Minnesota,83,31108.1,31416.1,31553.4,31403.2,31624.5,31082.1,31365.5,31014.8,30775.1,30733.8,30675.3,30550.3,31242.7,31418.2,31541.3,30808.4,30832.9,30756.6,30879,31290.4,30681.5,30653.7,31343.6,31133.5,30206.8,30154,30054.9,30309.5,29843.7,30114.1,29979.2,30057.3,29993.5,30183.1,29895.2,29840.5,29642.7,29873.9,29724.1,29952,29916.3,30429.2,29995.4,30617.5,29985,30301.3,30764.5,30198.6,30473,30069.2,30077.1,30183.9,30187.7,30629,30799.6,30679.4,31021.6,31577.4,31988.1,31921.5,32082.8,30025.9,30960.6,31312,29848.4,30880.2,30870.4,31280.2,30348.8,30060.4,30157.4,30408.3,30651.6,,,,,,
Minnesota,84,3748.1,3715,3711.6,3758.8,3763.1,3777.8,3772.5,3718.2,3674.2,3639.7,3622.8,3571.7,3554.5,3530.7,3535.3,3521.7,3563.5,3662.1,3633.5,3640.3,3715.9,3581.3,3620.5,3577.2,3555.9,3495.2,3431.5,3442.8,3434.3,3425,3392.9,3321.7,3253.7,3191.8,3134,3148.3,3244,3304.4,3353.5,3399.3,3483.5,3541.4,3580.2,3620.1,3679.8,3683,3716.5,3751.5,3755.1,3794.8,3833.1,3869.9,3913.8,3914.2,3918,3895.9,3836.9,3928.4,3947.6,3955.7,3996.2,4042.3,4173.9,4075.8,4042.3,3991.3,3921.1,3883.4,3872.1,3840,3814.2,3860.2,3908.8,,,,,,
Minnesota,85,1734,1763.8,1785.8,1806.8,1625.2,1660.1,1683.3,1689.6,1716.5,1702,1713.9,1705.1,1640.2,1654.5,1668.4,1664,1690.7,1695.5,1683.9,1684,1684.6,1683.1,1676.3,1651.9,1555.9,1553.1,1549.3,1685.6,1578.7,1546.6,1524.8,1510.4,1486.2,1487.6,1496.7,1484.7,1474.5,1472.4,1363.1,1318.9,1317.4,1328.3,1338.5,1358.2,1339,1329.9,1324.7,1322.5,1313.5,1314.8,1327.8,1338.8,1290.4,1282,1282.2,1272.2,1265.4,1295.9,1296.8,1288.1,1270.4,1288.1,1273.1,1277.4,1314.2,1308.1,1295.7,1272.7,1541.1,1261.2,1237.6,1239.2,1239.1,,,,,,
Minnesota,86,25616.6,25930.3,26049.1,25826.4,26234.8,25636.2,25902.9,25600,25376.8,25385.9,25332.2,25268.2,26048.3,26234.1,26338.7,25621.6,25576.7,25395.8,25559,25964,25276.7,25386.9,26045.3,25903.4,25093.4,25105,25074.3,25179.8,24830.2,25142.8,25061.9,25224.9,25251.5,25498.7,25259.5,25202.8,24923.7,25097.4,25006.6,25231.2,25116.8,25559.9,25083.1,25643.6,24978.1,25297.4,25729.8,25137.7,25415,24975.7,24935,24995.7,25003.9,25448.7,25614,25525.2,25927.2,26362.5,26749.5,26683.4,26820.6,24731.8,25546.4,25979.1,24532.9,25602.8,25669.1,26129.1,24973.5,24975.3,25116.1,25320.1,25515.7,,,,,,
Mississippi,1,95489.6,95713.4,96370.4,99709.2,97659,99204.4,99260.5,99899.4,99369.3,99175,100794.7,101508,101668.2,103094,102232.3,100116,98800.6,98276.4,97584.5,97341.1,97911,98787.8,99191,98514.4,97639.3,98056.1,98376.9,99990.8,101522.1,101321.9,100335.7,98614.1,100908,99261,101267.9,99887.9,99408.8,101090.9,100392,100242.8,99985.4,100502.7,100780.7,100660.9,101619,101140.2,100976.9,101285,101967.5,100978.8,100965.7,101069.1,100849.2,101405.4,100860.4,100375.6,100004.5,100214.1,101231.3,102481.5,102637.9,93612,102849.8,103007.9,103755.6,104810.9,104449.7,104397.6,104742.8,104455.1,104277.1,104666.1,105117.2,,,,,,
Mississippi,2,77810.6,78058.9,79069.5,82328.8,80628.9,82275,82293.8,82719.6,81956,81407.8,82761.7,83342.1,83380,84749.5,83818.6,81764.6,80251.4,79794.8,79239.2,79349.2,79567.8,80820.5,81447.4,81133.4,79830.9,80517.8,80913.3,82245.3,84091.6,83835.8,82951.6,81248.5,83581.9,81969.6,84132.6,82800,82149,83910.3,83358.1,83143.7,82933.6,83411.3,83652.9,83647.7,84128.7,83686.5,83748.8,84022.4,84462.7,83603.5,83619.4,83752.8,83800,84440.6,83847.6,83507,83071.3,83179.4,84097,85212,85513.6,77206.4,86449.7,86530.5,87358.7,88332.3,87833.3,88018,88218.6,87960.4,87819.6,88189.5,88426.9,,,,,,
Mississippi,3,2783.5,2999.2,3332.5,4020.5,2133.4,2592.8,2578.3,2218.1,2639.7,2309.8,2099.4,2142.6,2236,2165.1,1787.9,1981.1,2536.5,2388.9,2555.3,2302.4,2287.8,2485.4,2623.4,2875.5,1854.7,1775.9,1898,1776.3,2297.3,2003.9,1751.7,1523.1,2805.8,2823.6,4302.8,2765.7,2557.8,2783.3,2622.8,2580.2,2578,2596.6,2756.2,2727.7,2855.6,2843.8,2632.9,2309.3,3796.9,3298.1,3121.2,3164.1,3018,3434.5,3302.7,3273.2,2471.2,2546.4,2850.1,3230.7,3492.9,1203.1,2361.1,2669.9,3234,2767,2828.5,2432.6,2770.1,2991.2,2943.6,3103.7,3046.5,,,,,,
Mississippi,6,1186,1102.9,978.1,988.3,1159.9,1251.7,1402.5,1620.1,1689.4,1722.8,1709.6,1612.3,1477.6,1473,1529,2156,2163,1949.5,1786.6,1586.5,1524.4,1584,1545.1,1486.9,1513.9,1496.2,1545.5,1703.7,1699.5,1735.8,1784,1718.4,1665.8,1622.4,1572.5,1572.7,1478.7,1562.6,1554.5,1709.8,1903.7,1493.7,1593,1550.4,1674.7,1324.1,1218.6,1195.8,1263.9,1350,1398.9,1386.3,1320.9,1461.3,1437.7,1474.8,1466.1,1438.2,1505.2,1573,1799.9,1604.7,1389.4,1234.6,1086.6,1074.3,1132.8,1048.5,891.2,872.1,907.2,932.9,944.8,,,,,,
