Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2008:Q1,pct80to99,34238300,11592628,10023399,1569229,22645672,2486935,1048965,960344,635465,324879,384932,347042,37889,5018883,494780,780015,2350586,5206045,3612818,301370,6086576,6075318,4912851,821796,19896,320775,11258,28151724,22112406,,
2008:Q1,pct60to80,13261976,5487601,4464267,1023334,7774375,1000963,290100,257988,158054,99934,106648,100642,6006,1288154,208813,328068,784937,2578455,736764,193485,3584279,3579721,2763708,752939,7508,55565,4559,9677697,23276452,,
2008:Q1,pct40to60,7613848,3378332,2659903,718429,4235516,640395,151145,148495,93300,55194,51057,38494,12563,499718,136171,177338,300901,1607424,387651,135220,1975970,1973149,1460636,489563,6492,16459,2822,5637878,23272283,,
2008:Q1,pct20to40,4435003,2203520,1750874,452646,2231483,523434,78837,84927,54900,30028,5692,0,5692,294208,99985,41124,87099,744503,178458,93216,910326,908247,584399,308095,7631,8122,2079,3524677,23282263,,
2008:Q1,pct00to20,2707038,1425886,1169910,255976,1281153,270316,19557,28449,15323,13126,17194,14822,2371,221191,42791,1162,14187,181035,429777,55495,513314,512391,309872,189956,9116,3447,922,2193725,23267153,,
2008:Q2,pct99to100,14935395,2930139,2440652,489487,12005256,1078158,508581,1084537,861221,223316,663839,640555,23284,4779702,213069,45442,566836,442992,2555658,66440,831936,827174,630977,43681,6636,145881,4762,14103459,1165363,,
2008:Q2,pct80to99,33854010,11303624,9715046,1588578,22550386,2450094,1006836,1001103,692410,308692,391126,352300,38826,4888216,503597,773212,2380200,5296912,3554486,304605,6010667,5999169,4898709,829565,14175,256721,11497,27843344,22131042,,
2008:Q2,pct60to80,13021006,5343988,4317847,1026141,7677018,975078,285409,272307,177114,95193,100971,93319,7652,1225496,210917,322444,756271,2607268,726708,194150,3533237,3528656,2716950,748343,5562,57801,4581,9487768,23296246,,
2008:Q2,pct40to60,7597195,3365517,2633500,732018,4231678,618969,148126,155726,103293,52434,67364,53643,13721,493300,138632,173228,294873,1613878,390776,136804,1989123,1986302,1470672,494551,4424,16654,2821,5608072,23292296,,
2008:Q2,pct20to40,4406904,2194318,1741319,452999,2212586,517807,76516,85742,57250,28492,8080,0,8080,286140,98419,38557,84776,737252,184706,94591,927510,925471,596891,312869,5270,10440,2038,3479394,23301158,,
2008:Q2,pct00to20,2727113,1410698,1151180,259519,1316414,271321,21059,35205,21812,13392,19923,16018,3905,229905,44528,1192,17712,179916,439183,56471,533892,532935,325084,191444,7480,8927,957,2193221,23287467,,
2008:Q3,pct99to100,14064376,2872636,2386622,486014,11191740,1105965,508990,1170353,930165,240188,639733,617204,22529,4046544,207625,47683,525242,441690,2431007,66908,826232,821619,625446,43873,10957,141344,4613,13238143,1166119,,
2008:Q3,pct80to99,33001052,11047504,9446115,1601389,21953548,2552139,1003510,1093073,749590,343483,401485,361642,39843,4284486,506429,758841,2239156,5376614,3426836,310981,6128101,6116604,4887316,841702,24907,362679,11497,26872952,22146992,,
2008:Q3,pct60to80,12664720,5199632,4172034,1027598,7465089,981067,285628,303174,197144,106030,97513,88022,9491,1081303,211451,313144,660664,2630284,703959,196903,3515901,3511339,2698537,742170,9574,61058,4562,9148819,23313324,,
2008:Q3,pct40to60,7526450,3329919,2590193,739726,4196531,628260,147925,172931,113620,59311,82405,67167,15238,457966,140044,167200,262533,1618165,378738,140364,1999252,1996416,1468544,499040,7942,20890,2836,5527198,23309607,,
2008:Q3,pct20to40,4368513,2174049,1717712,456337,2194464,525497,76714,90523,59233,31290,10892,0,10892,265834,96751,35542,76186,729626,189567,97332,933310,931321,603136,310317,9999,7870,1989,3435203,23317064,,
2008:Q3,pct00to20,2737221,1395404,1128735,266669,1341817,273478,22450,44664,29181,15483,23290,17580,5710,227417,45684,1167,21585,178399,445512,58171,556596,555618,328863,206712,15485,4559,978,2180625,23305148,,
2008:Q4,pct99to100,12824137,2809926,2326211,483715,10014211,1159556,583393,1310753,1062991,247762,495443,474288,21155,3001883,200409,49041,458250,438773,2249372,67339,823522,818150,620660,44226,11498,141767,5371,12000616,1166856,,
2008:Q4,pct80to99,31675148,10817252,9220507,1596746,20857895,2706427,1128721,1191958,838091,353867,299713,259693,40020,3347016,505549,710643,1978759,5437814,3234118,317178,5867106,5854855,4855710,845952,24420,128772,12252,25808041,22161654,,
2008:Q4,pct60to80,12157967,5046398,4027013,1019384,7111569,998822,302942,347747,238326,109422,50557,39763,10794,877150,211012,287778,523259,2643602,669165,199536,3470445,3465771,2661032,730910,9570,64259,4673,8687523,23329122,,
2008:Q4,pct40to60,7401667,3260563,2521740,738823,4141103,648975,157420,194334,132724,61609,118025,102756,15269,399659,140808,152961,213376,1618863,352869,143814,1988724,1985925,1461020,499589,7608,17709,2799,5412943,23325650,,
2008:Q4,pct20to40,4326673,2150167,1693760,456407,2176506,538129,85363,94851,62854,31997,19405,7032,12372,235147,95021,30845,63507,721398,192844,99997,942867,940902,608461,306973,9850,15618,1965,3383807,23331488,,
2008:Q4,pct00to20,2727483,1377564,1106392,271172,1349918,276040,23776,62925,46171,16754,15397,8701,6696,214855,46480,886,25184,176203,448339,59831,588330,587288,333183,216139,17091,20875,1041,2139153,23321612,,
2009:Q1,pct99to100,12100119,2740989,2264004,476984,9359130,1132147,575086,1380206,1101480,278726,438946,419008,19938,2571181,197291,52036,436870,434280,2074449,66639,812682,807616,618131,40159,9947,139379,5066,11287437,1167639,,
2009:Q1,pct80to99,31009637,10571495,8977214,1594280,20438142,2696385,1110588,1318444,880010,438433,280280,239809,40472,3035366,513250,712564,1926002,5481156,3046189,317919,5813834,5801713,4857692,829615,18601,95805,12121,25195803,22176425,,
2009:Q1,pct60to80,11838994,4903393,3891994,1011399,6935600,979370,301423,386252,250748,135504,36432,24081,12351,783223,212810,285854,469184,2647513,634998,198541,3426884,3422253,2650326,696283,7589,68055,4632,8412110,23345076,,
2009:Q1,pct40to60,7311844,3210649,2470546,740103,4101195,633678,156226,218036,139658,78378,135945,120062,15883,378777,143069,150598,196656,1616096,328268,143846,1981712,1978889,1465038,489164,5513,19174,2823,5330132,23341856,,
2009:Q1,pct20to40,4286806,2129709,1674562,455147,2157097,535109,84584,101809,62983,38826,26233,11795,14438,220517,93413,28414,58649,712591,195483,100296,934018,932107,616561,290877,7271,17398,1911,3352788,23345939,,
2009:Q1,pct00to20,2729862,1363134,1088991,274142,1366728,277268,25148,72193,51363,20829,15688,7642,8047,215621,48115,981,28213,173345,449918,60239,611640,610585,338839,232045,14417,25284,1055,2118221,23338278,,
2009:Q2,pct99to100,12207847,2681282,2216604,464678,9526565,1118941,538992,1187988,905719,282269,423720,405058,18662,3164071,197151,56408,476499,432658,1863880,66256,812239,808060,621901,40417,11747,133995,4178,11395608,1168530,,
2009:Q2,pct80to99,31561607,10344768,8744449,1600320,21216839,2714797,1044205,1231638,795746,435892,296549,255672,40878,3798009,527195,756913,2156194,5556259,2814896,320182,5803804,5792299,4837629,823740,21485,109445,11505,25757803,22192703,,
2009:Q2,pct60to80,11797158,4795112,3788106,1007006,7002045,966482,293192,324399,189422,134978,36772,22855,13917,882110,216241,303865,519670,2668217,592540,198555,3371849,3367342,2611378,676420,8820,70724,4507,8425309,23362620,,
2009:Q2,pct40to60,7333752,3204787,2457913,746874,4128965,624704,151268,193058,114804,78255,145655,129199,16456,428694,146424,158261,221438,1619610,295026,144827,1982772,1979892,1466983,485232,6308,21369,2881,5350980,23359658,,
2009:Q2,pct20to40,4271722,2111955,1658515,453440,2159767,534818,80588,94335,55916,38419,26333,9834,16499,237541,91897,27822,63851,704914,196417,101252,938790,936949,625328,285565,8630,17426,1841,3332933,23361925,,
2009:Q2,pct00to20,2735762,1355396,1079198,276197,1380366,278725,26418,46890,25125,21765,19262,9864,9397,245458,50359,1414,31354,171683,447809,60997,631673,630632,348355,237499,18441,26336,1042,2104089,23356564,,
2009:Q3,pct99to100,12783934,2639963,2190809,449154,10143971,1103379,490669,1286352,1013351,273001,412702,395375,17326,3776224,197540,60930,519403,431326,1799257,66189,804565,800637,617502,40719,13858,128558,3928,11979369,1169597,,
2009:Q3,pct80to99,32492316,10183054,8579915,1603139,22309262,2728114,956334,1271755,879573,392183,314543,273313,41230,4582907,542278,803763,2404291,5634401,2746907,323969,5805657,5794235,4811970,830475,25051,126739,11421,26686659,22211885,,
2009:Q3,pct60to80,11881260,4693238,3693202,1000035,7188022,952589,281365,343752,221910,121842,38180,22709,15472,982502,219979,323062,576412,2690525,580079,199578,3333358,3328885,2578632,666637,10311,73305,4473,8547902,23383190,,
2009:Q3,pct40to60,7420094,3195544,2442585,752959,4224549,614706,144360,200957,130915,70042,154358,137410,16948,479033,149986,166415,248875,1623829,295275,146755,1983085,1980182,1461376,487888,7317,23600,2902,5437009,23380488,,
2009:Q3,pct20to40,4274393,2103858,1654124,449733,2170535,534079,75099,93333,58693,34641,26072,7563,18510,254302,90405,27202,69598,697446,200135,102863,943225,941437,631103,282624,10388,17322,1789,3331168,23380953,,
2009:Q3,pct00to20,2791644,1353015,1076768,276247,1438628,280153,27491,58970,37900,21071,22900,12181,10719,275394,52715,1888,34501,170139,452374,62102,654952,653894,352845,250367,23568,27114,1058,2136692,23377888,,
2009:Q4,pct99to100,12710193,2623089,2173173,449916,10087104,1145682,466124,1238647,984978,253668,393723,377761,15962,3840951,196601,65161,533440,428795,1711333,66648,802496,799807,619945,41744,15209,122909,2689,11907697,1170902,,
2009:Q4,pct80to99,32790853,10105866,8493101,1612766,22684987,2859762,909839,1211644,883830,327814,323953,282373,41580,4790494,554629,836522,2517464,5699269,2651118,330294,5811646,5801133,4787630,832161,26596,154747,10513,26979208,22235369,,
2009:Q4,pct60to80,11801214,4614666,3614160,1000507,7186548,965409,274983,315133,212826,102307,36739,19680,17060,982572,223018,335515,582777,2705763,562358,202282,3281487,3277188,2537818,652660,11061,75650,4298,8519728,23408220,,
2009:Q4,pct40to60,7440631,3180747,2422622,758125,4259884,630438,140551,186355,128501,57853,164006,146541,17465,492732,153083,171061,256298,1625555,289543,150262,1986327,1983346,1460909,488829,7652,25957,2980,5454304,23405779,,
2009:Q4,pct20to40,4262192,2093104,1639009,454095,2169088,544738,72318,86178,57028,29150,27349,6774,20575,255280,88887,25788,70548,689640,202795,105567,948900,947191,639044,280080,11232,16836,1709,3313292,23404531,,
2009:Q4,pct00to20,2821627,1359926,1075201,284725,1461701,282718,28504,53004,33708,19296,25752,13675,12077,290402,54807,2264,37665,168090,454706,63789,676268,675239,361408,259544,27183,27105,1029,2145359,23403668,,
2010:Q1,pct99to100,12923453,2620596,2179268,441328,10302857,1126948,405526,1317884,1040132,277753,376946,362439,14508,4032188,193124,69334,549316,433697,1732782,65113,801720,797843,618077,40423,21573,117771,3876,12121734,1172512,,
2010:Q1,pct80to99,33436372,10066876,8453180,1613696,23369496,2866526,799878,1319251,938090,381161,333785,291995,41791,5131668,561741,862394,2639728,5846288,2681217,327020,5776328,5764693,4728097,814690,44400,177506,11636,27660044,22264553,,
2010:Q1,pct60to80,11837957,4546471,3552575,993897,7291486,950334,258145,348745,229806,118939,35720,17212,18507,1005868,224709,344594,592195,2764469,568112,198597,3191043,3186568,2471888,619049,17447,78185,4474,8646914,23439146,,
2010:Q1,pct40to60,7505344,3167051,2405466,761586,4338293,619109,131040,206309,137727,68582,172643,155010,17633,514949,155282,173912,264984,1643716,308612,147737,1972146,1969224,1446856,480443,13683,28241,2922,5533199,23436963,,
2010:Q1,pct20to40,4262954,2094535,1641737,452798,2168419,543538,65164,91171,57807,33364,28155,5858,22297,259934,87311,23914,71791,684944,208397,104102,951753,950056,643295,269228,20965,16568,1698,3311201,23434167,,
2010:Q1,pct00to20,2879534,1369797,1082299,287497,1509737,284217,29038,63025,40442,22584,28397,15177,13220,308905,56390,2595,40856,169153,463892,63269,713722,712608,367248,269225,48635,27499,1113,2165812,23435322,,
2010:Q2,pct99to100,12561603,2618386,2184380,434006,9943217,1109189,375960,1411466,1142955,268511,364661,351685,12976,3561235,184763,73035,519400,434863,1844453,64191,804924,800665,622722,41968,22906,113069,4259,11756679,1174490,,
2010:Q2,pct80to99,33186520,10021839,8412472,1609367,23164681,2875179,744250,1364695,1020122,344572,346124,304277,41848,4764087,558729,862276,2542315,5963841,2816465,326720,5755467,5743380,4695622,812817,45513,189428,12087,27431052,22300835,,
2010:Q2,pct60to80,11674766,4481316,3496842,984474,7193450,935856,249062,371056,263142,107915,35752,15992,19760,909025,223784,341035,522215,2815192,593596,196877,3126967,3122432,2421234,602143,18065,80990,4535,8547799,23477403,,
2010:Q2,pct40to60,7527576,3178188,2415923,762264,4349389,608260,125879,215771,154023,61748,180045,162678,17367,492296,155737,170294,241645,1664099,348306,147056,1972133,1969224,1445254,479740,13839,30390,2909,5555443,23475472,,
2010:Q2,pct20to40,4221848,2085286,1634387,450899,2136562,542602,61621,89562,59372,30190,28065,4501,23564,245701,85609,20664,65507,676501,216817,103914,958248,956584,651139,266930,21814,16700,1664,3263600,23471369,,
2010:Q2,pct00to20,2929738,1380541,1090640,289900,1549198,285792,29626,76759,54853,21906,30946,16868,14078,308440,56989,2712,43873,171115,479517,63427,734898,733738,376885,274855,53302,28695,1161,2194840,23474268,,
2010:Q3,pct99to100,13077769,2581853,2158776,423078,10495916,1117083,375333,1410582,1177885,232697,355957,344496,11461,4024120,186275,77986,554172,438957,1891938,63512,799818,797082,621706,44098,22730,108548,2736,12277951,1176901,614192,1741478100
2010:Q3,pct80to99,34182438,9867502,8255932,1611570,24314937,2936821,739880,1319569,1063582,255987,360470,318516,41955,5396625,576493,909195,2755650,6114658,2877962,327614,5727868,5716916,4658290,823560,40683,194383,10952,28454570,22345610,94564,613788
2010:Q3,pct60to80,11836991,4444085,3466144,977940,7392906,933345,248451,355316,274566,80749,36725,15661,21065,982452,228303,360027,563653,2883349,605350,195937,3074924,3070601,2373567,596342,16711,83982,4323,8762066,23524425,57760,94564
2010:Q3,pct40to60,7699075,3226565,2459553,767012,4472510,608847,125351,205677,160777,44900,187034,169839,17195,533446,159838,177965,263329,1691229,372697,147099,1971211,1968204,1438080,485818,11836,32470,3007,5727864,23522738,35598,57753
2010:Q3,pct20to40,4232202,2085079,1636159,448920,2147123,546862,61590,81892,59175,22717,27793,2856,24937,258499,84230,19491,69816,669369,223351,104230,963061,961484,656994,268210,19189,17091,1578,3269140,23517645,20380,35592
2010:Q3,pct00to20,3010346,1405871,1114025,291846,1604475,287978,30528,78022,59657,18365,33689,18686,15003,335080,59618,3245,47227,174309,490923,63856,751329,750210,383119,285698,50972,30421,1119,2259017,23521925,0,20378
2010:Q4,pct99to100,13612114,2599186,2156223,442963,11012928,1125634,415214,1347926,1054096,293830,365365,349733,15632,4438886,195620,75172,587409,424793,1972645,64264,802367,798542,612111,50458,22662,113310,3825,12809747,1179788,,
2010:Q4,pct80to99,35127526,9870312,8257091,1613221,25257214,2895977,828743,1419430,1010749,408681,379303,336507,42795,5845486,586319,944852,2896436,6226574,2905854,328240,5742976,5731031,4606974,869833,40945,213279,11945,29384550,22399833,,
2010:Q4,pct60to80,12064759,4380158,3399616,980543,7684600,940295,253203,362025,237710,124315,46122,26180,19941,1058432,227359,381240,626334,2978652,612764,198174,3075146,3070693,2331343,642698,16989,79663,4452,8989613,23581191,,
2010:Q4,pct40to60,7620648,3090252,2334531,755721,4530396,605330,129162,214929,141962,72968,168012,152311,15701,562320,157791,182962,283556,1715503,363354,147477,1948593,1945668,1392852,509054,11861,31902,2925,5672055,23579738,,
2010:Q4,pct20to40,4247463,2062671,1610620,452051,2184793,538727,65875,93394,59766,33628,26393,4005,22388,267399,83321,22837,74309,687422,219034,106083,976150,974557,646086,293292,18753,16426,1594,3271313,23574024,,
2010:Q4,pct00to20,2944243,1354064,1063061,291003,1590179,288813,31243,66145,42008,24137,37993,24358,13635,336370,57681,3495,46911,178849,479298,63381,733801,732675,368531,281477,53566,29100,1126,2210442,23579256,,
2011:Q1,pct99to100,14075431,2589538,2131756,457782,11485893,1188177,398578,1326511,1048631,277880,363284,343758,19526,4810610,206625,71705,612752,403828,2038848,64974,807416,803395,615306,48385,21759,117944,4021,13268015,1183108,,
2011:Q1,pct80to99,35643271,9770744,8144861,1625883,25872527,2964230,816462,1399774,1028820,370954,387945,344055,43890,6245763,599641,950194,2997847,6266479,2915530,328662,5772543,5760348,4609165,862785,38270,250128,12195,29870727,22462672,,
2011:Q1,pct60to80,12225330,4339372,3351005,988367,7885958,971985,241405,349901,240186,109715,52092,32783,19309,1126059,227334,387751,676423,3035898,616836,200276,3048911,3044456,2319066,633707,16253,75430,4454,9176419,23646852,,
2011:Q1,pct40to60,7561825,3010031,2259029,751002,4551794,625438,123907,204451,140386,64065,151931,136854,15077,587677,156354,180520,298319,1725595,349898,147705,1924209,1921315,1372447,506342,10847,31678,2895,5637616,23645619,,
2011:Q1,pct20to40,4242914,2034936,1579490,455446,2207978,540803,63273,92087,62845,29242,27484,6592,20892,274610,82485,24723,77496,703040,214135,107842,968169,966584,642511,292194,16670,15209,1585,3274745,23639629,,
2011:Q1,pct00to20,2891461,1313603,1023820,289783,1577858,290680,31104,63065,42129,20936,41807,28900,12907,335427,56070,3477,46441,180627,466309,62852,726667,725576,361631,284895,52438,26612,1091,2164794,23645411,,
2011:Q2,pct99to100,14212468,2613567,2131702,481865,11598901,1239847,389381,1332465,1028739,303726,382701,359649,23052,4796474,217188,68340,617280,382109,2107438,65678,809379,805111,613460,48485,20195,122971,4268,13403089,1186794,,
2011:Q2,pct80to99,35855579,9766758,8131771,1634987,26088821,3007875,816379,1486853,1037281,449572,415105,370249,44856,6235702,612040,959912,2998371,6301098,2926438,329050,5770457,5757966,4604821,871421,33708,248016,12491,30085122,22532852,,
2011:Q2,pct60to80,12359471,4344914,3348751,996163,8014557,998700,232125,367613,237847,129766,64050,45376,18674,1124839,227069,396365,689682,3090556,621203,202356,3041155,3036690,2307120,643060,14797,71714,4464,9318317,23720100,,
2011:Q2,pct40to60,7515999,2967559,2225308,742251,4548440,640447,119963,214283,136745,77538,135040,120667,14373,587799,154749,179117,298107,1734777,336267,147891,1898655,1895793,1346354,509320,9212,30906,2862,5617344,23719073,,
2011:Q2,pct20to40,4225394,2003976,1542144,461832,2221418,540315,61604,99265,65492,33772,25748,6362,19386,271346,81653,26817,77198,718723,209166,109584,966431,964853,637149,298725,13678,15301,1578,3258963,23713103,,
2011:Q2,pct00to20,2849882,1291363,999386,291977,1558519,292286,31054,62768,40163,22604,47045,34891,12153,323965,54350,3495,45961,182187,453102,62306,710276,709217,351764,282066,48531,26856,1059,2139606,23719086,,
2011:Q3,pct99to100,13554474,2620889,2135821,485069,10933585,1296295,379886,1448731,1128507,320224,379009,352553,26456,3949873,225499,64210,570809,357269,2194541,67463,814992,811347,613118,49403,20638,128188,3644,12739483,1190783,,
2011:Q3,pct80to99,34903611,9725288,8073555,1651732,25178323,3058877,814739,1635211,1127710,507502,421714,375697,46018,5341714,619711,935352,2754349,6305442,2956576,334640,5767415,5755352,4602843,886654,35366,230488,12063,29136196,22609095,,
2011:Q3,pct60to80,12264990,4357896,3354154,1003742,7907093,1027514,223042,420575,277218,143357,69051,50745,18306,975421,225564,388395,610855,3129554,629224,207899,3040308,3035958,2295186,657089,15600,68082,4351,9224681,23799629,,
2011:Q3,pct40to60,7403320,2939581,2197066,742515,4463739,657244,116068,237132,150166,86966,121167,107070,14097,533847,152306,169313,261207,1738051,326086,151320,1881803,1878922,1322026,517312,9697,29887,2881,5521518,23798791,,
2011:Q3,pct20to40,4219269,2008853,1547505,461348,2210416,540240,59920,108750,72179,36571,27418,9007,18411,245971,80766,27273,68411,733560,204526,113580,971790,970241,632413,307986,13945,15898,1548,3247479,23793090,,
2011:Q3,pct00to20,2802954,1269556,983334,286222,1533398,293878,30975,79726,56531,23196,50602,38883,11720,291107,52149,3213,45650,182583,440566,62948,708726,707740,342806,283730,53046,28158,986,2094228,23798976,,
2011:Q4,pct99to100,14014609,2623745,2120850,502895,11390864,1354997,385720,1433525,1112448,321076,354100,324612,29488,4254289,239403,61140,600605,336341,2301029,69715,818967,815356,610100,50298,21202,133756,3611,13195642,1195007,,
2011:Q4,pct80to99,35559431,9693879,8039231,1654649,25865552,3111991,840655,1655544,1141555,513988,408739,361811,46928,5672908,639050,958700,2874410,6354680,3006404,342470,5756748,5744618,4602302,904541,37702,200073,12130,29802683,22690127,,
2011:Q4,pct60to80,12489218,4346917,3340393,1006524,8142301,1057254,218985,418410,276455,141955,67437,49632,17805,1031616,227088,403597,669501,3192504,640970,214938,3048284,3043962,2287473,675340,16658,64491,4322,9440934,23884131,,
2011:Q4,pct40to60,7387412,2872214,2139820,732395,4515197,674705,114879,233515,146978,86537,109080,95552,13528,555350,151879,171182,278651,1750366,319453,156137,1862906,1860040,1295828,525129,10420,28663,2865,5524506,23883464,,
2011:Q4,pct20to40,4236519,1991600,1527794,463806,2244919,540065,60165,110930,75335,35596,31168,13996,17172,251365,80053,30023,72192,750256,200152,118551,978145,976611,627036,318131,14510,16934,1534,3258374,23878233,,
2011:Q4,pct00to20,2762456,1242265,957879,284386,1520191,295396,31213,76949,55053,21896,52020,40916,11104,287747,51062,3347,45126,184679,428555,64097,705098,704158,332199,282786,58796,30377,941,2057358,23883778,,
2012:Q1,pct99to100,14705469,2639371,2110555,528816,12066098,1394263,366758,1362482,1028476,334006,355328,323575,31753,4890178,246588,58627,643869,316085,2362122,69798,824235,819704,612089,48947,20358,138310,4531,13881234,1199403,,
2012:Q1,pct80to99,36516134,9668104,8008247,1659857,26848030,3123644,819553,1668193,1105974,562219,418534,371457,47078,6352093,644288,1007234,3057216,6413809,3003637,339828,5766312,5753316,4591956,899889,35205,226267,12996,30749822,22774670,,
2012:Q1,pct60to80,12768703,4330959,3318548,1012411,8437744,1078467,207501,403516,251050,152465,72928,56076,16853,1145866,224919,430978,754607,3260960,642975,215027,3015492,3011062,2265561,668848,15951,60701,4430,9753211,23972302,,
2012:Q1,pct40to60,7372618,2803955,2082650,721305,4568663,683409,109552,228222,134219,94003,94992,82851,12141,597386,148972,179166,306092,1764724,301760,154389,1835454,1832659,1271167,523648,9483,28361,2795,5537164,23971785,,
2012:Q1,pct20to40,4232514,1957969,1487941,470029,2274544,535970,57342,113291,75723,37568,30808,15698,15110,264837,79140,33979,78232,767501,194453,118992,972113,970566,622450,319399,12620,16097,1547,3260401,23967177,,
2012:Q1,pct00to20,2714279,1215462,928965,286497,1498817,296718,30881,64762,42771,21991,54877,44935,9942,291459,48578,3701,44326,187146,413534,62835,696209,695269,324737,284310,57549,28673,939,2018070,23972186,,
2012:Q2,pct99to100,14761200,2690654,2152847,537807,12070546,1413828,351893,1449737,1125432,324305,362230,328617,33613,4709747,248020,54567,637469,292114,2480828,70113,828319,822849,609572,49795,19991,143491,5470,13932881,1203904,,
2012:Q2,pct80to99,36451670,9753856,8086063,1667793,26697814,3093626,804829,1732500,1201215,531285,433270,386284,46986,6168506,637431,987403,3002424,6436809,3062724,338293,5765282,5751404,4585293,914857,34380,216873,13878,30686389,22861450,,
2012:Q2,pct60to80,12879416,4386020,3369908,1016112,8493396,1091227,197463,432567,291890,140676,79897,64003,15894,1115760,219574,425324,748316,3310855,656548,215864,3013672,3009131,2251988,684268,15855,57020,4540,9865744,24062833,,
2012:Q2,pct40to60,7335637,2812132,2096322,715810,4523505,683298,104964,233625,146988,86637,81118,70352,10765,587386,143929,170443,297319,1771937,296157,153330,1813122,1810398,1243695,530107,9121,27474,2724,5522515,24062444,,
2012:Q2,pct20to40,4228092,1958374,1488454,469920,2269719,528062,55036,117511,83431,34080,29814,16698,13116,257190,78051,34678,75930,783651,189873,119922,975629,974070,616820,329239,11576,16435,1559,3252463,24058565,,
2012:Q2,pct00to20,2694273,1209927,928405,281523,1484346,297963,30584,79359,59775,19585,58136,49330,8806,275082,44891,3457,43882,188239,400931,61822,685777,684839,314461,282202,58747,29429,938,2008496,24062896,,
2012:Q3,pct99to100,15345588,2749258,2200124,549134,12596330,1439125,363605,1434291,1085351,348940,361152,325892,35260,5056483,257554,51474,663580,269972,2628408,70686,826963,821288,603329,49890,19650,148419,5675,14518625,1208445,,
2012:Q3,pct80to99,37326987,9882958,8208262,1674697,27444029,3072910,840378,1819814,1198174,621641,440499,393625,46874,6539748,647457,1011369,3101157,6481719,3151001,337978,5789840,5775692,4586285,934820,33644,220943,14149,31537147,22949189,,
2012:Q3,pct60to80,13188098,4449365,3429645,1019720,8738733,1106604,196079,444687,281945,162742,84423,69366,15058,1178320,218605,440856,803451,3372611,675571,217524,3027143,3022597,2248983,704452,15793,53369,4546,10160955,24154418,,
2012:Q3,pct40to60,7372861,2801992,2092800,709191,4570869,685404,105121,242251,140404,101848,68518,58903,9615,610392,141802,172382,312314,1783537,296115,153032,1791640,1788945,1214748,538580,8789,26828,2695,5581221,24154132,,
2012:Q3,pct20to40,4264211,1968836,1498320,470516,2295374,520789,56094,124456,85637,38819,29930,18516,11414,262666,77198,37475,79060,800727,185591,121390,977660,976108,610581,338618,10572,16337,1552,3286550,24151040,,
2012:Q3,pct00to20,2674070,1207978,930629,277349,1466092,299262,30992,74946,54088,20858,60731,52890,7841,270533,42827,3594,43038,190167,388920,61084,676059,675156,301705,284093,60089,29270,903,1998011,24154604,,
2012:Q4,pct99to100,15642409,2799495,2235742,563754,12842914,1520250,390551,1413245,1090054,323191,368048,331439,36609,5114492,266174,48081,671494,246634,2731844,72102,840404,836461,609071,53830,19423,154137,3943,14802005,1212960,,
2012:Q4,pct80to99,37729282,10001576,8316245,1685331,27727706,3161082,905351,1761694,1227956,533738,454961,408351,46610,6607013,655496,1022763,3112374,6516800,3188461,341712,5764161,5751359,4576303,953891,33301,187864,12802,31965122,23036613,,
2012:Q4,pct60to80,13383066,4502565,3476337,1026227,8880502,1145814,199478,424908,289222,135686,91198,76948,14250,1190110,217089,450334,824843,3429640,685197,221889,3017205,3012929,2223507,723969,15885,49568,4275,10365861,24245751,,
2012:Q4,pct40to60,7350124,2777202,2073662,703540,4572922,711303,107938,224321,140116,84205,55888,47355,8534,615278,139297,171238,313832,1793182,285376,155271,1779769,1776990,1194095,548801,8587,25507,2779,5570355,24245542,,
2012:Q4,pct20to40,4286283,1975821,1502555,473266,2310462,522461,59066,121540,89794,31746,29267,19435,9832,260766,76307,39680,79086,817587,180076,124625,991461,989969,607195,355593,9737,17443,1492,3294822,24243248,,
2012:Q4,pct00to20,2646737,1204657,929335,275322,1442080,300498,31816,73200,56187,17013,64027,57089,6938,258903,40546,3621,42356,191727,374114,61272,668175,667397,296823,276820,62114,31640,778,1978562,24246006,,
2013:Q1,pct99to100,16517220,2889360,2304454,584907,13627859,1557144,367973,1339467,1037181,302286,357218,318877,38341,5837080,275690,45160,707113,237594,2830497,72923,819847,815404,590498,47140,19168,158599,4443,15697372,1217385,,
2013:Q1,pct80to99,39033845,10256529,8565827,1690702,28777316,3158569,873828,1687643,1212588,475056,452604,405651,46953,7368085,665331,1056015,3253795,6700327,3218558,342561,5800022,5786702,4589127,957082,32876,207617,13320,33233824,23122443,,
2013:Q1,pct60to80,13815059,4590851,3559726,1031125,9224209,1166099,187840,391463,274052,117411,92685,78854,13831,1317368,216011,470395,900269,3564228,693498,224351,3037578,3033255,2243782,727526,15951,45997,4323,10777482,24335524,,
